External ID,default_code,Article/Nom,Lieu/Nom de l'emplacement,lot_name,Lot/numéro de série/Date de péremption,quantity,Unité de mesure/Nom affiché,Coût unitaire
__export__.stock_quant_8113032_0e030d16,10004250,KRIPTAZEN RECHARGE 490ml,M.38.08.R.02,8ZF2,2024-12-31 01:00:00,6.00,Unité,29.05
__export__.stock_quant_8113034_a59e20bc,4220107,ROYAL CANIN DOG HYPOALLERGENIC MODERATE CALORIE DRY 7KG,AC14A3,310525,2025-05-31 00:00:00,28.00,sac,37.36
__export__.stock_quant_8113036_f17c310e,10009468,TOLFELAB 40MG/ML 250ML,M.08.03.R.01,202301,2025-07-31 02:00:00,100.00,Unité,80.10
__export__.stock_quant_8113056_e404748d,10004154,VETEMEX VET 20ml,M.39.04.R.05,23E014,2027-04-30 02:00:00,162.00,Unité,40.87
__export__.stock_quant_8113059_29e00e03,3237757,MILPRO CHAT 4CP,M.39.06.R.01,954JA,2026-03-31 02:00:00,70.00,Unité,-4.28
__export__.stock_quant_8113085_27ce24cd,10001379,"EVICTO 60MG SPOT ON CHIEN 5,1/10KG   ",M.39.09.R.03,95T1AD,2026-05-31 02:00:00,20.00,Unité,15.61
__export__.stock_quant_8113086_db9f5d26,6600890,DOXYRAL 50% 1KG,M.41.12.R.06,22J141,2025-10-30 01:00:00,12.00,Unité,-5.18
__export__.stock_quant_8113087_81a2dcf4,3179199,MILPRO CHIEN (+de5KG) 4CP,M.03.03.R.02,92VCA,2025-12-31 01:00:00,40.00,Unité,-2.68
__export__.stock_quant_8113111_a76ae65f,10008618,VETESSENTIALS CANINE PUPPY MULTI-BENEFIT GROWTH WITH ACTIVBIOME+LARGE 14KG POULET,AC15A1,300625,2025-06-30 00:00:00,34.00,sac,49.09
__export__.stock_quant_8113119_e7be08ee,3247988,NEOPRINIL POUR-ON 5L,M.51.02.C.01,98FK,2026-09-30 00:00:00,2.00,Unité,-50.97
__export__.stock_quant_8113120_b3791f3d,3247988,NEOPRINIL POUR-ON 5L,M.51.02.R.01,98FK,2026-09-30 00:00:00,2.00,Unité,-50.97
__export__.stock_quant_8113121_45dbd395,10007650,RECONCILE 32MG CHIEN 30CP,M.40.09.D.05,230626C,2025-06-30 02:00:00,20.00,Unité,30.59
__export__.stock_quant_8113122_0718ea2d,2970846,EASYPILL HAIRBALL CAT (20p),M.51.04.B.01,222592,2024-09-16 02:00:00,8.00,Unité,-0.41
__export__.stock_quant_8113123_adfe0ba9,10007157,TWINOX 200MG/50MG 100TABS,M.31.07.R.03,V36094,2025-05-31 02:00:00,144.00,Unité,-9.57
__export__.stock_quant_8113124_d5d4cb0f,10007812,DOXYTAB VET FLAV 50MG/100CP,M.40.03.C.05,23F11,2025-12-31 01:00:00,24.00,Unité,-16.40
__export__.stock_quant_8113125_eb72fbbc,3641909,BOTANICA NATURAL HERBAL CREAM 500ml,M.39.06.E.01,03022023,2025-02-28 01:00:00,3.00,Unité,25.10
__export__.stock_quant_8113126_cee0eaf4,10009879,MOXIDECTIN CHANELLE 1MG/ML BUVABLE OVIN 1L,M.09.04.C.02,K39537,2025-03-31 00:00:00,6.00,Unité,47.48
__export__.stock_quant_8113128_7ba74a9d,9512053,VITAMINE C COBAYE OCE 15ML,M.11.00.B.07,PEH123H21,2025-02-28 00:00:00,60.00,Unité,-0.45
__export__.stock_quant_8113129_2c0ecdac,8091479,SELEDINE VIT PATE ORALE 20X15ML,M.39.00.C.08,20,2024-10-31 00:00:00,15.00,Unité,110.19
__export__.stock_quant_8113131_742f0b70,3247970,"NEOPRINIL POUR-ON 2,5L",M.61.01.B.03,95AC,2026-04-30 00:00:00,28.00,Unité,-28.55
__export__.stock_quant_8113132_4c6c6edc,5665860,MUNISAN 60CAPS VET EXPERT,M.42.09.D.04,2305053,2025-04-30 00:00:00,14.00,Unité,24.57
__export__.stock_quant_8113155_736d628b,2673929,SODIUM SALICYL 80% WSP 1KG,M.43.06.D.02,23F27031,2026-06-30 00:00:00,25.00,Unité,-4.36
__export__.stock_quant_8113169_288f4e56,2673929,SODIUM SALICYL 80% WSP 1KG,M.43.06.R.02,23F27031,2026-06-30 00:00:00,30.00,Unité,-4.36
__export__.stock_quant_8113268_984f888f,0254698,"NUTRI PLUS GEL 120,5GR",M.45.00.C.08,9773,2025-09-30 00:00:00,224.00,Unité,-0.59
__export__.stock_quant_8113269_f848280c,0254698,"NUTRI PLUS GEL 120,5GR",M.50.06.R.06,9773,2025-09-30 00:00:00,56.00,Unité,-0.59
__export__.stock_quant_8113270_3e7960dc,5120017,RILEXINE  75 210CP ,M.55.02.C.02,9453C,2026-02-28 01:00:00,30.00,Unité,-12.56
__export__.stock_quant_8113272_af5313da,5120024,BACKHOME LECTEUR COMPACT MAX,EX00A0,02CC2421458,2025-10-31 00:00:00,1.00,Unité,295.32
__export__.stock_quant_8113283_48d712b5,5120024,BACKHOME LECTEUR COMPACT MAX,EX00A0,02CC2421454,2025-10-31 00:00:00,1.00,Unité,295.32
__export__.stock_quant_8113284_37451e24,10004543,TULISSIN 100mg/ml  100ml,M.43.09.B.05,B729704,2025-03-31 02:00:00,17.00,Unité,63.57
__export__.stock_quant_8113287_dd0fecac,10004543,TULISSIN 100mg/ml  100ml,M.43.09.R.04,B729704,2025-03-31 02:00:00,60.00,Unité,63.57
__export__.stock_quant_8113312_ef76483b,2599850,RILEXINE 600 210CP ,M.03.00.C.01,944HA,2026-02-28 00:00:00,4.00,Unité,-31.20
__export__.stock_quant_8113333_f29b5dcf,2510485,VIRBAGEST 900ml,M.07.00.D.04,92YB,2026-02-28 01:00:00,71.00,Unité,75.44
__export__.stock_quant_8113334_4b12fe3c,3162633,ZIAPAM 5mg/ml 6amp 2ml,M.42.07.C.07,F001906,2026-08-31 02:00:00,117.00,Unité,-0.62
__export__.stock_quant_8113335_f8f11903,2433878,MEDETOR 10ml,M.40.04.R.04,22F071,2025-05-31 02:00:00,252.00,Unité,-6.36
__export__.stock_quant_8113336_fcb1a767,3162633,ZIAPAM 5mg/ml 6amp 2ml,M.42.07.R.03,F001906,2026-08-31 02:00:00,130.00,Unité,-0.62
__export__.stock_quant_8113346_0fce24f3,2716850,EMEPRID 5MG/ML SOL INJ 10ML,M.05.06.E.03,186AD,2024-09-30 00:00:00,9.00,Unité,-0.30
__export__.stock_quant_8113376_ffe1e2d8,4215003,"ROYAL CANIN DOG DENTAL SMALL DOG DRY 3,5KG (DENTAL SPECIAL SD UNDER 10KG)",Sortie,310824,2024-08-31 00:00:00,1.00,sac,18.76
__export__.stock_quant_8113382_fe4aee37,2451664,MEDESEDAN  5ml,M.38.08.R.06,22J204,2025-09-30 02:00:00,40.00,Unité,-5.35
__export__.stock_quant_8113426_2bef8ccd,10008541,VETESSENTIALS CANINE ADULT 1+ MULTI BENEFIT+DENTAL MEDIUM/LARGE 13KG POULET,Sortie,310725,2025-07-31 00:00:00,10.00,sac,46.65
__export__.stock_quant_8113432_9ffca5ea,10008563,VETESSENTIALS CANINE ADULT 1+ MULTI BENEFIT+DENTAL MEDIUM/LARGE 10KG POULET ,Sortie,300625,2025-06-30 00:00:00,4.00,sac,37.80
__export__.stock_quant_8113445_ec29ef3a,10009535,ACAPHYT GEL 195GR,M.07.03.C.01,46023I07,2025-09-06 02:00:00,2.00,Unité,14.42
__export__.stock_quant_8113454_ee92ae4c,2599827,RILEXINE 300 210CP ,M.11.00.R.05,953SB,2026-03-31 02:00:00,40.00,Unité,-19.52
__export__.stock_quant_8113455_dc319660,10009534,ACAPHYT GEL 50GR,M.07.03.B.01,46823H31,2025-03-27 01:00:00,2.00,Unité,7.58
__export__.stock_quant_8113497_29c69af9,10006808,PRASCEND 91CP,M.43.01.B.06,2A4612A,2024-10-31 01:00:00,8.00,Unité,77.82
__export__.stock_quant_8113499_0021b878,10004586,DOPHEXINE 20mg/gr 1KG,M.43.05.C.07,22C11051,2024-09-30 02:00:00,2.00,Unité,32.40
__export__.stock_quant_8113500_9c53f160,7764042,CRONOTUS 500ML,M.41.09.R.06,97923K02,2025-05-02 00:00:00,16.00,Unité,23.40
__export__.stock_quant_8113513_922d189c,5764463,RECTTUS 200ml,M.42.03.R.07,46323J03,2025-10-02 02:00:00,1.00,Unité,18.20
__export__.stock_quant_8113514_15113f76,2815017,ADAPTIL DIFFUSEUR + FLACON 48ML,M.42.04.R.02,328A12,2027-05-31 00:00:00,18.00,Unité,-1.88
__export__.stock_quant_8113516_9a205017,2718252,RILEXINE 375 DC 60INJ,M.11.00.R.06,C7301502,2024-11-30 01:00:00,8.00,Unité,-13.41
__export__.stock_quant_8113517_51d8ac0d,5764950,MASTICO 200ml,M.38.07.R.01,95023F15,2025-06-14 02:00:00,5.00,Unité,-2.22
__export__.stock_quant_8113518_6e685149,5063931,JOUET KONG BISCUIT BALL SM,M.10.02.D.04,,,3.00,Unité,6.40
__export__.stock_quant_8113519_9d43b196,8298039,JOUET KONG NOIR KING XXL,M.10.02.D.05,,,4.00,Unité,12.98
__export__.stock_quant_8113520_e28be57f,8364167,JOUET KONG NOIR X-LARGE,M.10.04.B.03,,,1.00,Unité,8.94
__export__.stock_quant_8113535_7bbeb9da,2948412,ENDOGARD PLUS FLAVOUR 100CP,M.35.00.D.07,H14576,2026-05-31 00:00:00,30.00,Unité,-17.56
__export__.stock_quant_8113536_6e41a471,2330470,GALASTOP 24ml SOLUTION,M.40.11.R.02,2209AH,2025-11-30 01:00:00,10.00,Unité,-2.20
__export__.stock_quant_8113545_6da4cc20,2948412,ENDOGARD PLUS FLAVOUR 100CP,M.35.02.R.06,H14576,2026-05-31 00:00:00,20.00,Unité,-17.56
__export__.stock_quant_8113549_60efef85,7910010,SELGIAN  4MG  30CP,M.40.11.R.04,459A4,2025-10-31 01:00:00,36.00,Unité,-1.23
__export__.stock_quant_8113586_604491fb,5064464,RESPIGEL  50GR,M.02.01.R.05,46423L06,2025-12-05 00:00:00,23.00,Unité,-0.57
__export__.stock_quant_8113587_f5ae2820,10009880,"MOXIDECTIN CHANELLE 1MG/ML BUVABLE OVIN 2,5L",M.07.04.B.04,K39535,2025-03-31 00:00:00,6.00,Unité,95.36
__export__.stock_quant_8113588_8c0b97fa,10004075,EQUIPRED 50MG 100TABS,M.45.09.C.07,151478,2025-12-31 00:00:00,15.00,Unité,64.22
__export__.stock_quant_8113589_b2c22dd8,3026168,ENDOGARD PLUS XL 12CP,M.06.00.D.04,H14542,2026-04-30 00:00:00,144.00,Unité,-4.17
__export__.stock_quant_8113590_24e77055,2967115,"INFLACAM 1,5MG/ML  15ML CHIEN",M.41.00.S.05,B39122E,2025-02-28 01:00:00,320.00,Unité,-1.21
__export__.stock_quant_8113593_c5f9f8db,2972289,"CARDALIS  2,5/20MG 30CP",M.10.00.E.06,136A3I,2025-05-31 00:00:00,720.00,Unité,-3.23
__export__.stock_quant_8113596_e35ba127,10004943,"ZELYS 1,25MG 8X12CP",M.38.05.B.03,1617BA,2026-07-31 00:00:00,8.00,Unité,14.00
__export__.stock_quant_8113626_d42f034f,2908986,"KESIUM  50/12,5MG 100CP",M.38.00.E.05,1526AC,2025-03-31 02:00:00,114.00,Unité,-1.21
__export__.stock_quant_8113627_57409485,3247988,NEOPRINIL POUR-ON 5L,M.41.00.R.04,93AZ,2026-02-28 01:00:00,6.00,Unité,-50.97
__export__.stock_quant_8113640_1e768f81,5110210,ENROX 150MG 100TABS,M.42.06.R.04,H13763,2025-08-31 02:00:00,24.00,Unité,-23.39
__export__.stock_quant_8113673_4b143392,10004585,DISTOCUR 1L,M.39.11.D.02,3B72A5,2026-02-28 01:00:00,30.00,Unité,-4.72
__export__.stock_quant_8113676_b0eb4140,10001377,"EVICTO 45MG SPOT ON CHAT 2,6/7,5KG ",M.07.00.R.03,9714AA,2026-07-31 02:00:00,210.00,Unité,-3.64
__export__.stock_quant_8113683_07100411,10004942,ZELYS 10MG 24X4CP,M.44.01.R.05,954AA,2024-08-31 02:00:00,2.00,Unité,70.35
__export__.stock_quant_8113684_c445aff2,2912541,"METACAM 2,5MG 84CP",M.39.05.R.01,E61013A,2025-10-31 00:00:00,2.00,Unité,-3.29
__export__.stock_quant_8113685_5c1e508b,10000629,ISEMID 4MG 90TABS  ,M.44.09.D.02,910BA,2026-07-31 02:00:00,2.00,Unité,67.32
__export__.stock_quant_8113721_ea93d166,3237765,MILPRO CHAT 48CP,M.14.03.R.03,954JA,2026-03-31 00:00:00,270.00,Unité,-31.18
__export__.stock_quant_8113723_e5e4e355,10001829,DOUXO S3 PYO SHAMPOOING 200ml,M.03.00.A.04,282C,2025-05-31 00:00:00,112.00,Unité,11.50
__export__.stock_quant_8113724_6d77666f,1013481,SEDIVET 20ML,M.39.08.R.04,S2030106,2026-01-31 01:00:00,10.00,Unité,-3.36
__export__.stock_quant_8113725_8f3301fa,10001410,LAMPE EXAMEN HYLED 180W VET MODELE MURAL,AK03C2,,,2.00,Unité,720.00
__export__.stock_quant_8113726_be0a154c,1379197,METACAM BOVIN/PORC 5MG/ML 100ml INJ,M.39.10.R.06,R2081408,2025-07-31 02:00:00,8.00,Unité,-3.26
__export__.stock_quant_8113737_95986fa6,0398131,GALASTOP  7ML SOLUTION,M.42.04.R.01,2208AT,2025-11-30 01:00:00,30.00,Unité,-1.26
__export__.stock_quant_8113738_cb31d036,2977312,DOZURIL 25MG/ML 1L,M.39.11.R.01,3G09Z2A,2027-09-30 02:00:00,3.00,Unité,54.00
__export__.stock_quant_8113739_af522575,10001241,VETERELIN 5x10ml ,M.40.11.R.01,225025ZR10,2024-04-30 02:00:00,10.00,Unité,52.70
__export__.stock_quant_8113741_d5a26d57,2972305,CARDALIS 10/80MG 30CP,M.42.08.R.02,129C3A,2024-11-30 00:00:00,30.00,Unité,-4.36
__export__.stock_quant_8113744_b986bea8,3412871,FELIWAY FRIENDS RECHARGE 48ML,M.40.11.R.06,228A10,2026-08-31 02:00:00,6.00,Unité,-1.11
__export__.stock_quant_8113745_31d6b497,1183375,TENASAN LA 20% 250ML,M.32.03.R.06,1854AC,2026-06-30 02:00:00,180.00,Unité,-1.37
__export__.stock_quant_8113746_6efe7fa0,1280320,FELIWAY 60ML,M.04.03.R.01,1810A1,2026-09-30 00:00:00,4.00,Unité,-1.15
__export__.stock_quant_8113747_47cc9a63,3585825,PRILACTONE NEXT  10MG 100TABS,M.40.01.R.01,1438A,2026-04-30 02:00:00,120.00,Unité,-8.14
__export__.stock_quant_8113764_a3b9c9f0,2203164,VIRBACTAN DC  60 TUBES (15x4),M.61.08.A.02,2300887,2025-02-28 01:00:00,12.00,Unité,-30.62
__export__.stock_quant_8113767_fb9d3cbe,3727476,DISTOCUR 5L,M.60.05.A.03,3G34A1,2026-10-31 00:00:00,52.00,Unité,57.60
__export__.stock_quant_8113797_f4bb2849,8330012,PENI-KEL 300.000 I.U./ML 250ml,QD11R01,4017110,2026-10-31 00:00:00,960.00,Unité,-62.63
__export__.stock_quant_8113799_0406bf7f,3074234,INFLACAM  5MG/ML 20ML CHIEN/CHAT,M.03.02.R.01,C39149B,2027-12-31 00:00:00,56.00,Unité,-4.40
__export__.stock_quant_8113844_7635a36c,10004382,OVARELIN 20ml ,M.40.01.R.02,574AB,2025-01-31 00:00:00,20.00,Unité,33.13
__export__.stock_quant_8113852_cb8e3a3c,10007950,PULMOSTAT AKUT 100ML,M.02.00.A.09,230515NL,2025-02-28 01:00:00,50.00,Unité,12.85
__export__.stock_quant_8113853_03cb1b1b,10004941,ZELYS 5MG 16X6CP,M.42.11.R.02,1600AB,2026-06-30 02:00:00,2.00,Unité,35.69
__export__.stock_quant_8113854_00cbed73,7910018,SELGIAN 20MG  30CP,M.04.03.R.06,461C1,2025-11-30 01:00:00,12.00,Unité,-2.76
__export__.stock_quant_8113860_23e6f01d,6260010,BAYTICOL POUR-ON 5L,M.45.00.S.01,KV04VT8,2027-09-30 02:00:00,26.00,Unité,-24.27
__export__.stock_quant_8113868_9ef4ff55,8090899,VIT & FORT 20X15ML,M.38.07.E.04,2300672,2024-11-30 00:00:00,5.00,Unité,-19.03
__export__.stock_quant_8113945_d3528548,1071125,CET DENTIFRICE CHIEN GOUT VOLAILLE 70GR,M.35.00.C.01,234006,2026-05-31 00:00:00,48.00,Unité,-0.27
__export__.stock_quant_8113956_3038dc8d,5120017,RILEXINE  75 210CP ,M.37.10.R.01,9453C,2026-02-28 01:00:00,16.00,Unité,-12.56
__export__.stock_quant_8113960_3d09d04a,10004474,FELURO 60ml,M.04.04.R.01,230257,2025-04-30 02:00:00,48.00,Unité,16.79
__export__.stock_quant_8113964_67204aa0,10008348,VITAL EQUILIBRE 20KG,M.08.05.R.02,04220760271,2024-03-06 00:00:00,5.00,Unité,156.10
__export__.stock_quant_8113976_0230168a,3247970,"NEOPRINIL POUR-ON 2,5L",M.33.02.R.01,95AC,2026-04-30 00:00:00,8.00,Unité,-28.55
__export__.stock_quant_8113977_e0c3000d,2472488,ERAQUELL 700KG BOX 48 tubes,M.33.02.R.02,30705,2025-04-30 02:00:00,6.00,Unité,300.64
__export__.stock_quant_8113992_fd35bdb9,3256138,LIBEO 40MG 120CP,M.04.00.E.01,1050AC,2025-10-31 00:00:00,81.00,Unité,-7.35
__export__.stock_quant_8114113_0b36b890,8101545,OBIONEKK 5L,M.42.10.R.02,2300635,2025-05-31 00:00:00,12.00,Unité,117.91
__export__.stock_quant_8114115_5b8ee996,10004015,BIOPROTECT 60GEL,M.40.03.R.01,480422,2024-09-30 02:00:00,5.00,Unité,30.12
__export__.stock_quant_8114116_945d1b57,8092243,GASTROBIONE 500ML,M.42.11.R.03,2200759,2024-07-31 02:00:00,15.00,Unité,-0.73
__export__.stock_quant_8114151_bc419f1f,3256138,LIBEO 40MG 120CP,M.14.01.R.07,1050AC,2025-10-31 00:00:00,168.00,Unité,-7.35
__export__.stock_quant_8114152_55849821,3256120,LIBEO 10MG 120CP,M.14.01.R.08,1477AB,2025-11-30 01:00:00,120.00,Unité,-5.81
__export__.stock_quant_8114180_33ef38cc,2972297,CARDALIS  5/40MG 30CP,M.02.00.C.09,134B3E,2025-04-30 00:00:00,360.00,Unité,-5.38
__export__.stock_quant_8114182_5ef381c1,4610244,SELEKT POMPE,EX00A0,,,2.00,Unité,99.73
__export__.stock_quant_8114252_4416872a,4007223,"ROYAL CANIN CAT NEUTERED SATIETY BALANCE DRY 3,5KG",AY00R0,310325,2025-03-31 02:00:00,1.00,sac,26.31
__export__.stock_quant_8114253_56b26ad3,3265725,VIRBAC HPM DOG ADULT LARGE&MEDIUM  16KG,AY00R0,301124,2024-11-30 01:00:00,1.00,sac,47.78
__export__.stock_quant_8114254_0965c8b8,10005198,ROYAL CANIN CAT NEUTERED BALANCE WET 12 x 85g (WEIGHT BALANCE),AY00R0,310725,2025-07-31 02:00:00,1.00,boîte,10.70
__export__.stock_quant_8114353_f4a48884,10002007,WEDENTAL ENZYMATIC TOOTHPASTE 100ML,GY00R0,143063,2026-02-28 00:00:00,1.00,Unité,10.65
__export__.stock_quant_8114407_ec1d1d9b,4901408,ROYAL CANIN CAT RENAL CHICKEN IN GRAVY POUCH WET 12 x 85g,AY00R0,301125,2025-11-30 00:00:00,2.00,boîte,12.95
__export__.stock_quant_8114410_3cb683e7,4373726,ZYLKENE  75MG  30GEL,GY00R0,Z75R279E,2025-09-13 02:00:00,1.00,Unité,-0.52
__export__.stock_quant_8114413_99c2c10d,1760109,MELAG KIT ENTRETIEN EUROKLAV 23/29VS+,SB01E2,,,-1.00,Unité,77.23
__export__.stock_quant_8114415_04fb0dbf,1255058,DRONTAL CAT  2cp,GY00R0,KV04Z8P,2027-02-28 01:00:00,1.00,Unité,-0.60
__export__.stock_quant_8114416_fdb53e47,1198068,HORSEMINTH TUBE 26GR,GY00R0,686877,2026-05-31 02:00:00,3.00,Unité,-0.72
__export__.stock_quant_8114420_d9718a79,0181396,MELOLIN COMPRESSE  5x5cm STERILE (x100),EY00R0,2306B,2028-02-01 01:00:00,1.00,boîte,8.14
__export__.stock_quant_8114421_a9032953,5310135,PEHA LASTOTEL VRAC 10cmx4m (x20),EY00R0,200715490,2027-04-01 02:00:00,9.00,boîte,4.79
__export__.stock_quant_8114422_1b7543a2,4373726,ZYLKENE  75MG  30GEL,GY00R0,Z75R312BA,2025-10-21 02:00:00,1.00,Unité,-0.52
__export__.stock_quant_8114423_5e23e310,10009437,ADTAB 48MG CHAT > 2-8KG 3COMP,GY00R0,AL104669H,2026-04-30 00:00:00,2.00,Unité,16.50
__export__.stock_quant_8114424_2f7aefb8,10008349,FRONTPRO CHIEN CHEW S 2-4KG 3COMP,GY00R0,E93675,2025-11-30 01:00:00,1.00,Unité,14.41
__export__.stock_quant_8114453_6232945b,2923696,SPECIFIC FSW STRUVITE 7x100GR,AY00R0,300925,2025-09-30 02:00:00,4.00,boîte,6.23
__export__.stock_quant_8114455_66c9c502,10000567,ROYAL CANIN CAT URINARY S/O MODERATE CALORIE WET 12 x 85g (HIGH DILUTION),AY00R0,310725,2025-07-31 02:00:00,2.00,boîte,11.14
__export__.stock_quant_8114457_5a365d50,4120102,ROYAL CANIN CAT GASTROINTESTINAL DRY 2kg,AY00R0,310525,2025-05-31 00:00:00,1.00,sac,26.79
__export__.stock_quant_8114458_da79065b,10000788,ROYAL CANIN CAT SENSITIVITY CONTROL CHICKEN WITH RICE WET 12 x 85g,AY00R0,300625,2025-05-31 02:00:00,2.00,boîte,12.76
__export__.stock_quant_8114459_d9c8f7ba,10004965,AURI CLEANER 100ML,GY00R0,21535,2024-09-30 02:00:00,1.00,Unité,7.34
__export__.stock_quant_8114476_437d0c8e,3563137,VIRBAC HPM CAT WEIGHT W2  7KG,AY00R0,310724,2024-07-31 02:00:00,1.00,sac,46.80
__export__.stock_quant_8114477_f06522c2,10000564,ROYAL CANIN CAT URINARY S/O MORSELS IN GRAVY WET 12 x 85g (HIGH DILUTION),AY00R0,310825,2025-08-31 02:00:00,1.00,boîte,11.14
__export__.stock_quant_8114479_06faf4ad,10000257,WEJOINT PLUS SMALL BREED & CAT 4x30TABS ,GY00R0,23290,2025-10-31 01:00:00,2.00,Unité,50.04
__export__.stock_quant_8114520_fee57939,2502722,OTOCLEAN 18X5ML,GY00R0,S0301,2025-03-31 02:00:00,1.00,Unité,-2.75
__export__.stock_quant_8114523_23614895,4160107,ROYAL CANIN CAT URINARY S/O DRY 7kg (HIGH DILUTION),AY00R0,310525,2025-05-31 02:00:00,1.00,sac,49.91
__export__.stock_quant_8114525_d3c04840,1180322,COMPRESSE STERILUX TISSE 12PL 10x10cm (x100),EY00R0,399906006,2028-02-28 01:00:00,1.00,sac,-0.27
__export__.stock_quant_8114526_7efc39f1,8270123,ASCOPET 500GR VMD,GY00R0,23050937,2025-07-31 02:00:00,1.00,Unité,-1.15
__export__.stock_quant_8114527_678c8d5d,10003896,OPTIVIT 50ML,GY00R0,62682306,2025-06-30 02:00:00,1.00,Unité,4.30
__export__.stock_quant_8114528_07e0d6dc,2655116,VIACUTAN PLUS  95ml MULTIDOSE SOL ORALE,GY00R0,781160001,2025-04-30 02:00:00,2.00,Unité,-2.33
__export__.stock_quant_8114529_2a481a87,1321355,DUODROPS 10ML,GY00R0,23E092,2026-05-31 02:00:00,2.00,Unité,0.00
__export__.stock_quant_8114530_e277f739,10001325,VISKYAL COLLYRE 10ml,GY00R0,393,2025-03-31 02:00:00,2.00,Unité,8.24
__export__.stock_quant_8114531_ff413dff,3493657,"FERMENT 2.0 1,4KG",GY00R0,2223323,2024-09-30 02:00:00,1.00,Unité,-0.25
__export__.stock_quant_8114532_d4beb926,1371814,ENTEROFERM GEL 1x20ml,GY00R0,2801,2025-03-31 02:00:00,1.00,Unité,0.00
__export__.stock_quant_8114533_b0c68cc5,3007036,CANIQUIN SOFT CHEWS /120,GY00R0,22201,2025-07-20 02:00:00,1.00,Unité,-7.90
__export__.stock_quant_8114534_99c96b70,3052362,EPIBAC 100ML,GY00R0,2307401,2025-07-31 02:00:00,1.00,Unité,-0.71
__export__.stock_quant_8114535_41bccb5f,3142726,OROZYME DENTAL CROQ CHIEN +10KG 150GR,GY00R0,316310433,2024-10-25 02:00:00,1.00,Unité,-0.30
__export__.stock_quant_8114536_d58a4653,5810743,KD + MOBILITY FELIN 12x85GR POUCH,AY00R0,301124,2024-11-30 01:00:00,1.00,Unité,8.16
__export__.stock_quant_8114538_10b4e71d,10002104,ROYAL CANIN DOG GASTROINTESTINAL HIGH FIBRE DRY 2kg (FIBRE RESPONSE),AY00R0,310325,2025-03-31 02:00:00,1.00,sac,13.64
__export__.stock_quant_8114539_36ea5140,1180306,COMPRESSE STERILUX TISSE 12PL 5x5cm (x100),EY00R0,284605007,2027-09-01 00:00:00,2.00,sac,-0.15
__export__.stock_quant_8114540_9c58fc45,10000814,PREVENDOG COLLIER GRAND CHIEN,GY00R0,P142983,2024-12-31 01:00:00,1.00,Unité,10.79
__export__.stock_quant_8114541_97fc5b99,3265782,VIRBAC HPM DOG ADULT NEUT LARGE&MED 12KG,AA08A2,280225,2025-02-28 00:00:00,22.00,sac,39.29
__export__.stock_quant_8114542_faa9f6e4,4160103,"ROYAL CANIN CAT URINARY S/O DRY 1,5kg (HIGH DILUTION)",AA09B4,310525,2025-05-31 00:00:00,104.00,sac,13.82
__export__.stock_quant_8114543_48a60fe3,10008768,VETESSENTIALS FELINE YOUNG ADULT MULTI-BENEFIT+WEIGHT 3KG POULET,AA06B4,310525,2025-05-31 02:00:00,118.00,sac,23.56
__export__.stock_quant_8114544_8c43b3fa,10006616,ROYAL CANIN DOG NEUTERED ADULT LARGE DOG DRY 12KG (WEIGHT + OSTEO),AA25A3,311224,2024-12-31 00:00:00,19.00,sac,55.02
__export__.stock_quant_8114547_5eb5a5ff,4290302,ROYAL CANIN DOG CALM SMALL DOG DRY 4KG,AA06A3,280225,2025-02-28 00:00:00,14.00,sac,21.11
__export__.stock_quant_8114550_ce3d4621,10004095,CD + METABOLIC CANIN  12KG  ,AB30A2,310725,2025-07-31 00:00:00,29.00,sac,59.01
__export__.stock_quant_8114552_b905a003,3237740,MILPRO PETIT CHAT/CHATON 24CP,M.12.00.C.04,954BA,2026-03-31 00:00:00,108.00,Unité,-6.96
__export__.stock_quant_8114553_66ceeae1,4210101,"ROYAL CANIN DOG GASTROINTESTINAL LOW FAT DRY 1,5kg",AC21B4,310525,2025-05-31 00:00:00,108.00,sac,9.21
__export__.stock_quant_8114554_ee2cc828,10005338,CROQUETTES CHIEN CARNILOVE LARGE BREED ADULT SALMON & TURKEY CONTENANCE : 12 KG,AC25A2,311024,2024-10-31 01:00:00,5.00,sac,32.05
__export__.stock_quant_8114555_fa456a20,10001572,SPECIFIC COD OMEGA PLUS SUPPORT 3x4KG   ,AC27A2,300425,2025-04-30 02:00:00,37.00,boîte de 3 sacs,49.34
__export__.stock_quant_8114556_36ca2347,4140112,"ROYAL CANIN CAT SATIETY DRY 3,5kg",AC20A1,300625,2025-06-30 00:00:00,66.00,sac,62.93
__export__.stock_quant_8114557_e8616c71,10001561,SPECIFIC CCD STRUVITE MANAGEMENT 2KG ,AC10B1,300425,2025-04-30 00:00:00,41.00,sac,9.98
__export__.stock_quant_8114559_ae34f20a,2963767,"INFLACAM  2,5MG 100CP CHIEN",M.06.00.B.04,B39089B,2028-01-31 00:00:00,150.00,Unité,-10.15
__export__.stock_quant_8114560_87167520,10008599,VETESSENTIALS CANINE ADULT MULTI-BENEFIT LARGE 14KG AGNEAU/RIZ ,AD18A4,300425,2025-04-30 02:00:00,33.00,sac,46.97
__export__.stock_quant_8114561_a0773590,5190400,ROYAL CANIN DOG EDUC DRY 30 x 50g,AE15B2,311224,2024-12-31 01:00:00,40.00,boîte,21.54
