id,name,description
__import__.report_intrastat_code_39076100,39076100,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of >= 78 ml/g"
__import__.report_intrastat_code_39076900,39076900,"Poly""ethylene terephthalate"", in primary forms, having a viscosity number of < 78 ml/g"
__import__.report_intrastat_code_39079905,39079905,"Thermoplastic liquid crystal aromatic polyester copolymers, saturated, in primary forms"
__import__.report_intrastat_code_39079980,39079980,"Polyesters, saturated, in primary forms (excl. polycarbonates, alkyd resins, poly""ethylene terephthalate"", poly""lactic acid"", poly""ethylene naphthalene-2,6-dicarboxylate"" and thermoplastic liquid crystal aromatic polyester copolymers)"
__import__.report_intrastat_code_39093100,39093100,"Poly""methylene phenyl isocyanate"" ""crude MDI, polymeric MDI"", in primary forms"
__import__.report_intrastat_code_39093900,39093900,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)"
__import__.report_intrastat_code_39199020,39199020,"Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers, of plastics"
__import__.report_intrastat_code_39199080,39199080,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excl. floor, wall and ceiling coverings of heading 3918, and circular polishing pads used in semiconductor wafer production))"
__import__.report_intrastat_code_39231010,39231010,"Boxes, cases, crates and similar articles, of plastic, specially shaped or fitted for the conveyance or packing of semiconductor wafers, masks, or reticles"
__import__.report_intrastat_code_39231090,39231090,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics (excl. special ones for semiconductor wafers, masks or reticles)"
__import__.report_intrastat_code_40117000,40117000,"New pneumatic tyres, of rubber, of a kind used on agricultural or forestry vehicles and machines"
__import__.report_intrastat_code_40118000,40118000,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling vehicles and machines"
__import__.report_intrastat_code_40119000,40119000,"New pneumatic tyres, of rubber (excl. of a kind used on agricultural, forestry, construction, mining or industrial handling vehicles and machines, for motor cars, station wagons, racing cars, buses, lorries, aircraft, motorcycles and bicycles)"
__import__.report_intrastat_code_44011100,44011100,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous"
__import__.report_intrastat_code_44011200,44011200,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous"
__import__.report_intrastat_code_44013900,44013900,"Sawdust and wood waste and scrap, agglomerated in logs, briquettes or similar forms (excl. pellets)"
__import__.report_intrastat_code_44014010,44014010,"Sawdust, not agglomerated"
__import__.report_intrastat_code_44014090,44014090,"Wood waste and scrap, not agglomerated (excl. sawdust)"
__import__.report_intrastat_code_44031100,44031100,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.)"
__import__.report_intrastat_code_44031200,44031200,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.)"
__import__.report_intrastat_code_44032110,44032110,"Sawlogs of pine ""Pinus spp."", of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared"
__import__.report_intrastat_code_44032190,44032190,"Pine ""Pinus spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032200,44032200,"Pine ""Pinus spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032310,44032310,"Sawlogs of fir ""Abies spp."" and spruce ""Picea spp."", of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared"
__import__.report_intrastat_code_44032390,44032390,"Fir ""Abies spp."" and spruce ""Picea spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032400,44032400,"Fir ""Abies spp."" and spruce ""Picea spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032510,44032510,"Sawlogs, coniferous, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. pine, fir and spruce; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032590,44032590,"Coniferous wood in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. pine, fir and spruce; sawlogs; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44032600,44032600,"Coniferous wood in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. pine, fir and spruce, and rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44034985,44034985,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. acajou d'Afrique, iroko, sapelli, okoumé and sipo; rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039100,44039100,"Oak ""Quercus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039300,44039300,"Beech ""Fagus spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039400,44039400,"Beech ""Fagus spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039510,44039510,"Sawlogs of birch ""Betula spp."", of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared"
__import__.report_intrastat_code_44039590,44039590,"Birch ""Betula spp."" in the rough, of which any cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. sawlogs; wood in the form of railway sleepers; wood cut into beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039600,44039600,"Birch ""Betula spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039700,44039700,"Poplar and aspen ""Populus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. Rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039800,44039800,"Eucalyptus ""Eucalyptus spp."" in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)"
__import__.report_intrastat_code_44039900,44039900,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives, coniferous and tropical wood, oak, beech, birch, poplar, aspen and eucalyptus)"
__import__.report_intrastat_code_44061100,44061100,"Railway or tramway sleepers ""cross-ties"" of wood, not impregnated, coniferous"
__import__.report_intrastat_code_44061200,44061200,"Railway or tramway sleepers ""cross-ties"" of wood, not impregnated, non-coniferous"
__import__.report_intrastat_code_44069100,44069100,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated, coniferous"
__import__.report_intrastat_code_44069200,44069200,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated, non-coniferous"
__import__.report_intrastat_code_44071110,44071110,"Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded"
__import__.report_intrastat_code_44071120,44071120,"Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)"
__import__.report_intrastat_code_44071190,44071190,"Pine ""Pinus spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. end-jointed and planed)"
__import__.report_intrastat_code_44071210,44071210,"Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded"
__import__.report_intrastat_code_44071220,44071220,"Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. end-jointed)"
__import__.report_intrastat_code_44071290,44071290,"Fir ""Abies spp."" and spruce ""Picea spp."" sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. end-jointed and planed)"
__import__.report_intrastat_code_44071910,44071910,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, end-jointed, whether or not planed or sanded (excl. pine ""Pinus spp."", fir ""Abies spp."" and spruce ""Picea spp."")"
__import__.report_intrastat_code_44071920,44071920,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed (excl. pine ""Pinus spp."", fir ""Abies spp."", spruce ""Picea spp."" and end-jointed)"
__import__.report_intrastat_code_44071990,44071990,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. pine ""Pinus spp."", fir ""Abies spp."", spruce ""Picea spp."", end-jointed and planed)"
__import__.report_intrastat_code_44072996,44072996,"Tropical wood sawn or cut lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded (excl. abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)"
__import__.report_intrastat_code_44072997,44072997,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. planed, end-jointed, and abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)"
__import__.report_intrastat_code_44072998,44072998,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded, end-jointed, and abura, acajou d'Afrique, afrormosia, ako, alan, andiroba, aningré, avodiré, azobé, balau, balsa, bossé clair, bossé foncé, cativo, cedro, dabema, dark red meranti, dibétou, doussié, framiré, freijo, fromager, fuma, geronggang, ilomba, imbuia, ipé, iroko, jaboty, jelutong, jequitiba, jongkong, kapur, kempas, keruing, kosipo, kotibé, koto, light red meranti, limba, louro, maçaranduba, mahogany, makoré, mandioqueira, mansonia, mengkulang, meranti bakau, merawan, merbau, merpauh, mersawa, moabi, niangon, nyatoh, obeche, okoumé, onzabili, orey, ovengkol, ozigo, padauk, paldao, palissandre de Guatemala, palissandre de Para, palissandre de Rio, palissandre de Rose, pau Amarelo, pau marfim, pulai, punah, quaruba, ramin, sapelli, saqui-saqui, sepetir, sipo, sucupira, suren, tauari, teak, tiama, tola, virola, white lauan, white meranti, white seraya and yellow meranti)"
__import__.report_intrastat_code_44079610,44079610,"Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded"
__import__.report_intrastat_code_44079691,44079691,"Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)"
__import__.report_intrastat_code_44079699,44079699,"Birch ""Betula spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)"
__import__.report_intrastat_code_44079710,44079710,"Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, planed, or end-jointed, whether or not planed or sanded"
__import__.report_intrastat_code_44079791,44079791,"Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded (excl. end-jointed)"
__import__.report_intrastat_code_44079799,44079799,"Poplar and aspen ""Populus spp."", sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed)"
__import__.report_intrastat_code_44079990,44079990,"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm (excl. planed, sanded or end-jointed; tropical wood, coniferous wood, oak ""Quercus spp."", beech ""Fagus spp."", maple ""Acer spp."", cherry ""Prunus spp."", ash ""Fraxinus spp."", birch ""Betula spp."", poplar and aspen ""Populus spp."")"
__import__.report_intrastat_code_44092200,44092200,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like"" along any of its edges, ends or faces, whether or not planed, sanded or end-jointed"
__import__.report_intrastat_code_44123300,44123300,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous wood of the species alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane tree, poplar, aspen, robinia, tulipwood or walnut (excl. of bamboo, with an outer ply of tropical wood, and sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)"
__import__.report_intrastat_code_44123400,44123400,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous wood (excl. of bamboo, with an outer ply of tropical wood or of alder, ash, beech, birch, cherry, chestnut, elm, eucalyptus, hickory, horse chestnut, lime, maple, oak, plane tree, poplar, aspen, robinia, tulipwood or walnut, and sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)"
__import__.report_intrastat_code_44187310,44187310,"Flooring panels for mosaic floors, assembled, of bamboo or with at least the top wear layer of bamboo"
__import__.report_intrastat_code_44187390,44187390,"Flooring panels, assembled, of bamboo or with at least the top wear layer of bamboo (excl. for mosaic floors)"
__import__.report_intrastat_code_44187400,44187400,"Flooring panels for mosaic floors, assembled, of wood other than bamboo"
__import__.report_intrastat_code_44187500,44187500,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)"
__import__.report_intrastat_code_44189100,44189100,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, doors and their frames and thresholds, posts and beams, assembled flooring panels, wooden shuttering for concrete constructional work, shingles, shakes and prefabricated buildings)"
__import__.report_intrastat_code_44189910,44189910,"Builders' joinery and carpentry, of glue-laminated timber (excl. posts and beams)"
__import__.report_intrastat_code_44189990,44189990,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excl. of bamboo or of glue-laminated timber, windows, French windows and their frames, doors and their frames and thresholds, posts and beams, assembled flooring panels, wooden shuttering for concrete constructional work, shingles, shakes and prefabricated buildings)"
__import__.report_intrastat_code_44191100,44191100,"Bread boards, chopping boards and similar boards, of bamboo"
__import__.report_intrastat_code_44191200,44191200,Chopsticks of bamboo
__import__.report_intrastat_code_44191900,44191900,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar boards)"
__import__.report_intrastat_code_44199010,44199010,"Tableware and kitchenware, of tropical wood specified in additional note 2 to Ch 44"
__import__.report_intrastat_code_44199090,44199090,"Tableware and kitchenware, of wood (excl. of bamboo or of tropical wood, interior fittings, ornaments, coopers' products, tableware and kitchenware components of wood, brushes, brooms and hand sieves)"
__import__.report_intrastat_code_44219100,44219100,"Articles of bamboo, n.e.s."
__import__.report_intrastat_code_44219910,44219910,"Articles of fibreboard, n.e.s."
__import__.report_intrastat_code_44219991,44219991,Coffins of wood (excl. of fibreboard)
__import__.report_intrastat_code_44219999,44219999,"Articles of wood, n.e.s."
__import__.report_intrastat_code_54025300,54025300,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale and textured yarn)"
__import__.report_intrastat_code_54025900,54025900,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist of > 50 turns per metre (excl. sewing thread, yarn put up for retail sale, textured yarn and filament yarn of polyester, polypropylene, nylon or other polyamides)"
__import__.report_intrastat_code_54026300,54026300,"Multiple ""folded"" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale and textured yarn)"
__import__.report_intrastat_code_54026900,54026900,"Multiple ""folded"" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 decitex (excl. sewing thread, yarn put up for retail sale, textured yarn and filament yarn of polyester, polypropylene, nylon or other polyamides)"
__import__.report_intrastat_code_55021000,55021000,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate"
__import__.report_intrastat_code_55029000,55029000,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)"
__import__.report_intrastat_code_55064000,55064000,"Staple fibres of polypropylene, carded, combed or otherwise processed for spinning"
__import__.report_intrastat_code_57023200,57023200,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, not made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
__import__.report_intrastat_code_57024200,57024200,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, made up (excl. Kelem, Schumacks, Karamanie and similar hand-woven rugs)"
__import__.report_intrastat_code_57042000,57042000,"Floor tiles, of felt, not tufted or flocked, with an area of > 0,3 m² but <= 1 m²"
__import__.report_intrastat_code_58042100,58042100,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excl. fabrics of headings 6002 to 6006)"
__import__.report_intrastat_code_58042900,58042900,"Mechanically made lace in the piece, in strips or in motifs (excl. that of man-made fibres, and fabrics of headings 6002 to 6006)"
__import__.report_intrastat_code_59119091,59119091,Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers
__import__.report_intrastat_code_59119099,59119099,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s."
__import__.report_intrastat_code_60053500,60053500,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm"
__import__.report_intrastat_code_60053600,60053600,"Unbleached or bleached warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", of a width of > 30 cm  (excl. those containing by weight >= 5% of elastomeric yarn or  rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60053700,60053700,"Dyed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", of a width of > 30 cm  (excl. those containing by weight >= 5% of elastomeric yarn or  rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60053800,60053800,"Warp knit fabrics of synthetic fibres, of yarns of different colours ""incl. those made on galloon knitting machines"", of a width of > 30 cm (excl. those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60053900,60053900,"Printed warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting machines"", of a width of > 30 cm (excl. those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60063100,60063100,"Unbleached or bleached fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excl. warp knit fabrics ""incl. those made on galloon knitting machines"", those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60063200,60063200,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excl. warp knit fabrics ""incl. those made on galloon knitting machines"", those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60063300,60063300,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width of > 30 cm (excl. warp knit fabrics ""incl. those made on galloon knitting machines"", those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_60063400,60063400,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excl. warp knit fabrics ""incl. those made on galloon knitting machines"", those containing by weight >= 5% of elastomeric yarn or rubber thread, and pile fabrics, incl. ""long pile"", looped pile fabrics, labels, badges and similar articles, and knitted or crocheted fabrics, impregnated, coated, covered or laminated)"
__import__.report_intrastat_code_63042000,63042000,"Bed nets, warp knit, antimalarial"
__import__.report_intrastat_code_69072100,69072100,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight <= 0,5 % (excl. refractory, mosaic cubes and finishing ceramics)"
__import__.report_intrastat_code_69072200,69072200,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight > 0,5 % but <= 10 % (excl. refractory, mosaic cubes and finishing ceramics)"
__import__.report_intrastat_code_69072300,69072300,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight > 10 % (excl. refractory, mosaic cubes and finishing ceramics)"
__import__.report_intrastat_code_69073000,69073000,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ceramics)"
__import__.report_intrastat_code_69074000,69074000,Finishing ceramics (excl. refractory)
__import__.report_intrastat_code_69120021,69120021,"Tableware and kitchenware, of common pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
__import__.report_intrastat_code_69120023,69120023,"Tableware and kitchenware, of stoneware (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
__import__.report_intrastat_code_69120025,69120025,"Tableware and kitchenware, of earthenware or fine pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
__import__.report_intrastat_code_69120029,69120029,"Tableware and kitchenware, of ceramics other than porcelain, china, common pottery, stoneware, earthenware or fine pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
__import__.report_intrastat_code_69120081,69120081,"Household articles and toilet articles, of common pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
__import__.report_intrastat_code_69120083,69120083,"Household articles and toilet articles, of stoneware (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
__import__.report_intrastat_code_69120085,69120085,"Household articles and toilet articles, of earthenware or fine pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
__import__.report_intrastat_code_69120089,69120089,"Household articles and toilet articles, of ceramics other than porcelain, china, common pottery, stoneware, earthenware or fine pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
__import__.report_intrastat_code_73181535,73181535,"Screws and bolts, of stainless steel ""whether or not with their nuts and washers"", without heads (excl. screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181542,73181542,"Screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", without heads, with a tensile strength of < 800 MPa (excl. screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181548,73181548,"Screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", without heads, with a tensile strength of >= 800 MPa (excl. screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181552,73181552,"Screws and bolts, of stainless steel ""whether or not with their nuts and washers"", with slotted or cross-recessed heads (excl. wood screws and self-tapping screws)"
__import__.report_intrastat_code_73181558,73181558,"Screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"", with slotted or cross-recessed heads (excl. wood screws and self-tapping screws)"
__import__.report_intrastat_code_73181562,73181562,"Hexagonal-socket head screws and bolts, of stainless steel ""whether or not with their nuts and washers"" (excl. wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181568,73181568,"Hexagonal-socket head screws and bolts, of iron or steel other than stainless ""whether or not with their nuts and washers"" (excl. wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)"
__import__.report_intrastat_code_73181575,73181575,"Hexagon screws and bolts, of stainless steel ""whether or not with their nuts and washers"" (excl. with socket head, wood screws, self-tapping screws and screws and bolts for fixing railway track construction material)"
