id,width,depth,length,weight
__import__.product_8046929,0,0,0,0
__import__.product_8046935,0,0,0,0
__import__.product_8046941,0,0,0,0
__import__.product_8046964,0,0,0,0
__import__.product_8047082,0,0,0,0
__import__.product_8047099,0,0,0,0
__import__.product_8047113,0,0,0,0
__import__.product_8047159,0,0,0,0
__import__.product_8047188,0,0,0,0
__import__.product_8047194,0,0,0,0
__import__.product_8047202,0,0,0,0
__import__.product_8047219,0,0,0,0
__import__.product_8047225,0,0,0,0
__import__.product_8047231,0,0,0,0
__import__.product_8047320,0,0,0,0
__import__.product_8047337,0,0,0,0
__import__.product_8047343,0,0,0,0
__import__.product_8047395,0,0,0,0
__import__.product_8047461,0,0,0,0
__import__.product_8047691,0,0,0,0
__import__.product_8047834,0,0,0,0
__import__.product_8047998,0,0,0,0
__import__.product_8048006,0,0,0,0
__import__.product_8048147,0,0,0,0
__import__.product_8048153,0,0,0,0
__import__.product_8048236,0,0,0,0
__import__.product_8048242,0,0,0,0
__import__.product_8048271,0,0,0,0
__import__.product_8048288,0,0,0,0
__import__.product_8048294,0,0,0,0
__import__.product_8048319,0,0,0,0
__import__.product_8048408,0,0,0,0
__import__.product_8048414,0,0,0,0
__import__.product_8048466,0,0,0,0
__import__.product_8048561,0,0,0,0
__import__.product_8048816,0,0,0,0
__import__.product_8048851,0,0,0,0
__import__.product_8048940,0,0,0,0
__import__.product_8048957,0,0,0,0
__import__.product_8049052,0,0,0,0
__import__.product_8049537,0,0,0,0
__import__.product_8049572,0,0,0,0
__import__.product_8049595,0,0,0,0
__import__.product_8049626,0,0,0,0
__import__.product_8049655,0,0,0,0
__import__.product_8049678,0,0,0,0
__import__.product_8049744,0,0,0,0
__import__.product_8049796,0,0,0,0
__import__.product_8049827,0,0,0,0
__import__.product_8049833,0,0,0,0
__import__.product_8050434,0,0,0,0
__import__.product_8052077,0,0,0,0
__import__.product_8052083,0,0,0,0
__import__.product_8052255,0,0,0,0
__import__.product_8052663,0,0,0,0
__import__.product_8052841,0,0,0,0
__import__.product_8052893,0,0,0,0
__import__.product_8052947,0,0,0,0
__import__.product_8052953,0,0,0,0
__import__.product_8052999,0,0,0,0
__import__.product_8053119,0,0,0,0
__import__.product_8053444,0,0,0,0
__import__.product_8053728,0,0,0,0
__import__.product_8053906,0,0,0,0
__import__.product_8054099,0,0,0,0
__import__.product_8054142,0,0,0,0
__import__.product_8054231,0,0,0,0
__import__.product_8054308,0,0,0,0
__import__.product_8054969,0,0,0,0
__import__.product_8055029,0,0,0,0
__import__.product_8055041,0,0,0,0
__import__.product_8055093,0,0,0,0
__import__.product_8055101,0,0,0,0
__import__.product_8055147,0,0,0,0
__import__.product_8055153,0,0,0,0
__import__.product_8055176,0,0,0,0
__import__.product_8055271,0,0,0,0
__import__.product_8055288,0,0,0,0
__import__.product_8055294,0,0,0,0
__import__.product_8055302,0,0,0,0
__import__.product_8055532,0,0,0,0
__import__.product_8055584,0,0,0,0
__import__.product_8055590,0,0,0,0
__import__.product_8055609,0,0,0,0
__import__.product_8058016,0,0,0,0
__import__.product_8058217,0,0,0,0
__import__.product_8058335,0,0,0,0
__import__.product_8058358,0,0,0,0
__import__.product_8058447,0,0,0,0
__import__.product_8058476,0,0,0,0
__import__.product_8058536,0,0,0,0
__import__.product_8058714,0,0,0,0
__import__.product_8058795,0,0,0,0
__import__.product_8058803,0,0,0,0
__import__.product_8058832,0,0,0,0
__import__.product_8058861,0,0,0,0
__import__.product_8058884,29.50,14.50,84.00,8.60
__import__.product_8059079,0,0,0,0
__import__.product_8059139,0,0,0,0
__import__.product_8059263,0,0,0,0
__import__.product_8059317,0,0,0,0
__import__.product_8059381,0,0,0,0
__import__.product_8059398,0,0,0,0
__import__.product_8059412,0,0,0,0
__import__.product_8059429,0,0,0,0
__import__.product_8059435,0,0,0,0
__import__.product_8059501,0,0,0,0
__import__.product_8059547,0,0,0,0
__import__.product_8059553,0,0,0,0
__import__.product_8059607,0,0,0,0
__import__.product_8059642,0,0,0,0
__import__.product_8059895,0,0,0,0
__import__.product_8059903,0,0,0,0
__import__.product_8060450,0,0,0,0
__import__.product_8060467,0,0,0,0
__import__.product_8060585,0,0,0,0
__import__.product_8061573,0,0,0,0
__import__.product_8061596,0,0,0,0
__import__.product_8061604,0,0,0,0
__import__.product_8061610,0,0,0,0
__import__.product_8061627,0,0,0,0
__import__.product_8061716,0,0,0,0
__import__.product_8062147,0,0,0,0
__import__.product_8062207,0,0,0,0
__import__.product_8062213,0,0,0,0
__import__.product_8062443,0,0,0,0
__import__.product_8062549,0,0,0,0
__import__.product_8062590,17.50,10.80,17.50,0.30
__import__.product_8062621,0,0,0,0
__import__.product_8062638,0,0,0,0
__import__.product_8062667,0,0,0,0
__import__.product_8062673,0,0,0,0
__import__.product_8062785,0,0,0,0
__import__.product_8062791,0,0,0,0
__import__.product_8062816,0,0,0,0
__import__.product_8062897,0,0,0,0
__import__.product_8062928,0,0,0,0
__import__.product_8062934,0,0,0,0
__import__.product_8063017,0,0,0,0
__import__.product_8063023,0,0,0,0
__import__.product_8063046,0,0,0,0
__import__.product_8063106,0,0,0,0
__import__.product_8063112,0,0,0,0
__import__.product_8063307,0,0,0,0
__import__.product_8063365,0,0,0,0
__import__.product_8063388,0,0,0,0
__import__.product_8063394,0,0,0,0
__import__.product_8063483,0,0,0,0
__import__.product_8063738,0,0,0,0
__import__.product_8063796,0,0,0,0
__import__.product_8063804,0,0,0,0
__import__.product_8063827,0,0,0,0
__import__.product_8063885,0,0,0,0
__import__.product_8063891,0,0,0,0
__import__.product_8063916,0,0,0,0
__import__.product_8063945,0,0,0,0
__import__.product_8063951,0,0,0,0
__import__.product_8064117,0,0,0,0
__import__.product_8064175,0,0,0,0
__import__.product_8064212,0,0,0,0
__import__.product_8064376,0,0,0,0
__import__.product_8064407,0,0,0,0
__import__.product_8064471,0,0,0,0
__import__.product_8064519,0,0,0,0
__import__.product_8064548,0,0,0,0
__import__.product_8064554,0,0,0,0
__import__.product_8064560,0,0,0,0
__import__.product_8064577,0,0,0,0
__import__.product_8064608,0,0,0,0
__import__.product_8064755,0,0,0,0
__import__.product_8064761,0,0,0,0
__import__.product_8064778,0,0,0,0
__import__.product_8064873,0,0,0,0
__import__.product_8065080,0,0,0,0
__import__.product_8065097,0,0,0,0
__import__.product_8065157,0,0,0,0
__import__.product_8065424,0,0,0,0
__import__.product_8065430,0,0,0,0
__import__.product_8065967,0,0,0,0
__import__.product_8066004,0,0,0,0
__import__.product_8066010,0,0,0,0
__import__.product_8066091,0,0,0,0
__import__.product_8066122,0,0,0,0
__import__.product_8066174,0,0,0,0
__import__.product_8066180,0,0,0,0
__import__.product_8066197,0,0,0,0
__import__.product_8066240,0,0,0,0
__import__.product_8066435,0,0,0,0
__import__.product_8066464,0,0,0,0
__import__.product_8066470,0,0,0,0
__import__.product_8067222,0,0,0,0
__import__.product_8067400,0,0,0,0
__import__.product_8067854,0,0,0,0
__import__.product_8068026,0,0,0,0
__import__.product_8068316,0,0,0,0
__import__.product_8068345,0,0,0,0
__import__.product_8068552,0,0,0,0
__import__.product_8068753,0,0,0,0
__import__.product_8069014,0,0,0,0
__import__.product_8069215,0,0,0,0
__import__.product_8069385,0,0,0,0
__import__.product_8069422,0,0,0,0
__import__.product_8069439,0,0,0,0
__import__.product_8069445,0,0,0,0
__import__.product_8069600,0,0,0,0
__import__.product_8069646,0,0,0,0
__import__.product_8070052,0,0,0,0
__import__.product_8070141,0,0,0,0
__import__.product_8070193,0,0,0,0
__import__.product_8070247,0,0,0,0
__import__.product_8070307,0,0,0,0
__import__.product_8070313,0,0,0,0
__import__.product_8070336,0,0,0,0
__import__.product_8070477,0,0,0,0
__import__.product_8070520,0,0,0,0
__import__.product_8070626,0,0,0,0
__import__.product_8070632,0,0,0,0
__import__.product_8070750,0,0,0,0
__import__.product_8070974,0,0,0,0
__import__.product_8070980,0,0,0,0
__import__.product_8070997,0,0,0,0
__import__.product_8071100,0,0,0,0
__import__.product_8071146,0,0,0,0
__import__.product_8071152,0,0,0,0
__import__.product_8071235,0,0,0,0
__import__.product_8071258,0,0,0,0
__import__.product_8071287,0,0,0,0
__import__.product_8071293,0,0,0,0
__import__.product_8071301,0,0,0,0
__import__.product_8071353,0,0,0,0
__import__.product_8071376,0,0,0,0
__import__.product_8071399,0,0,0,0
__import__.product_8071407,0,0,0,0
__import__.product_8071413,0,0,0,0
__import__.product_8071436,0,0,0,0
__import__.product_8071442,0,0,0,0
__import__.product_8071459,0,0,0,0
__import__.product_8071465,0,0,0,0
__import__.product_8071471,0,0,0,0
__import__.product_8071488,0,0,0,0
__import__.product_8071494,0,0,0,0
__import__.product_8071519,0,0,0,0
__import__.product_8071525,0,0,0,0
__import__.product_8071531,0,0,0,0
__import__.product_8071548,0,0,0,0
__import__.product_8071554,0,0,0,0
__import__.product_8071560,0,0,0,0
__import__.product_8071577,0,0,0,0
__import__.product_8071583,0,0,0,0
__import__.product_8071608,0,0,0,0
__import__.product_8071614,0,0,0,0
__import__.product_8071620,0,0,0,0
__import__.product_8071643,0,0,0,0
__import__.product_8071666,0,0,0,0
__import__.product_8071933,0,0,0,0
__import__.product_8072281,0,0,0,0
__import__.product_8072298,0,0,0,0
__import__.product_8072341,0,0,0,0
__import__.product_8072370,0,0,0,0
__import__.product_8072387,0,0,0,0
__import__.product_8072430,0,0,0,0
__import__.product_8072499,0,0,0,0
__import__.product_8072571,0,0,0,0
__import__.product_8072594,0,0,0,0
__import__.product_8072654,0,0,0,0
__import__.product_8072677,0,0,0,0
__import__.product_8073263,0,0,0,0
__import__.product_8073406,0,0,0,0
__import__.product_8074535,0,0,0,0
__import__.product_8074541,0,0,0,0
__import__.product_8074966,0,0,0,0
__import__.product_8075144,0,0,0,0
__import__.product_8075262,0,0,0,0
__import__.product_8075279,0,0,0,0
__import__.product_8075285,0,0,0,0
__import__.product_8075291,0,0,0,0
__import__.product_8075500,0,0,0,0
__import__.product_8075575,0,0,0,0
__import__.product_8075606,0,0,0,0
__import__.product_8076296,0,0,0,0
__import__.product_8076451,0,0,0,0
__import__.product_8076706,0,0,0,0
__import__.product_8076735,0,0,0,0
__import__.product_8076741,0,0,0,0
__import__.product_8076758,0,0,0,0
__import__.product_8076764,0,0,0,0
__import__.product_8076770,0,0,0,0
__import__.product_8076787,0,0,0,0
__import__.product_8076793,4.80,0.30,5.30,0
__import__.product_8076801,0,0,0,0
__import__.product_8076807,0,0,0,0
__import__.product_8076824,0,0,0,0
__import__.product_8076830,0,0,0,0
__import__.product_8076847,0,0,0,0
__import__.product_8076853,0,0,0,0
__import__.product_8076876,0,0,0,0
__import__.product_8076882,0,0,0,0
__import__.product_8076899,0,0,0,0
__import__.product_8076913,0,0,0,0
__import__.product_8076936,0,0,0,0
__import__.product_8076971,0,0,0,0
__import__.product_8077019,0,0,0,0
__import__.product_8077048,0,0,0,0
__import__.product_8077054,0,0,0,0
__import__.product_8077143,0,0,0,0
__import__.product_8077410,0,0,0,0
__import__.product_8077893,0,0,0,0
__import__.product_8077976,0,0,0,0
__import__.product_8078125,0,0,0,0
__import__.product_8078208,0,0,0,0
__import__.product_8078214,0,0,0,0
__import__.product_8084976,0,0,0,0.50
__import__.product_8088939,0,0,0,20.00
__import__.product_8090300,37.40,8.00,55.00,7.50
__import__.product_8090853,31.90,24.40,21.80,3.70
__import__.product_8091485,0,0,0,1.20
__import__.product_8091901,17.50,15.70,21.00,2.70
__import__.product_8092852,0,0,0,0.30
__import__.product_8093113,0,0,0,1.00
__import__.product_8093194,0,0,0,0.20
__import__.product_8097364,0,0,0,0.10
__import__.product_8098056,0,0,0,1.00
__import__.product_8099943,0,0,0,0
__import__.product_8099972,0,0,0,0
__import__.product_8099989,0,0,0,0
__import__.product_8100020,0,0,0,0
__import__.product_8100066,0,0,0,0
__import__.product_8102533,0,0,0,1.00
__import__.product_8103219,0,0,0,0.40
__import__.product_8103998,0,0,0,0.20
__import__.product_8106900,43.80,13.80,77.70,15.00
__import__.product_8107022,0,0,0,5.00
__import__.product_8107039,0,0,0,10.00
__import__.product_8107100,43.80,13.80,77.70,15.00
__import__.product_8112804,0,0,0,0.10
__import__.product_8112833,0,0,0,0.10
__import__.product_8114140,0,0,0,1.00
__import__.product_8117368,0,0,0,0.30
__import__.product_8122895,0,0,0,0.10
__import__.product_8122990,0,0,0,1.00
__import__.product_8123100,36.30,9.80,57.00,7.50
__import__.product_8124865,0,0,0,1.00
__import__.product_8124871,0,0,0,0
__import__.product_8124888,0,0,0,6.00
__import__.product_8125267,0,0,0,0.10
__import__.product_8126427,0,0,0,0.50
__import__.product_8126597,0,0,0,0.10
__import__.product_8130015,0,0,0,1.00
__import__.product_8130021,0,0,0,2.00
__import__.product_8131320,0,0,0,0
__import__.product_8131635,0,0,0,0.10
__import__.product_8134450,0,0,0,0.10
__import__.product_8135277,0,0,0,0.10
__import__.product_8150002,5.50,10.40,5.70,0.19
__import__.product_8158005,11.20,17.00,17.20,0.10
__import__.product_8165023,5.00,4.20,26.80,0.20
__import__.product_8168495,0,0,0,0
__import__.product_8168710,0,0,0,0
__import__.product_8168785,0,0,0,0
__import__.product_8180036,0,0,0,0
__import__.product_8180042,0,0,0,0
__import__.product_8180059,0,0,0,0
__import__.product_8180065,0,0,0,0
__import__.product_8180071,0,0,0,0
__import__.product_8180088,0,0,0,0
__import__.product_8180094,0,0,0,0
__import__.product_8180102,0,0,0,0
__import__.product_8180119,0,0,0,0
__import__.product_8180125,0,0,0,0
__import__.product_8180131,0,0,0,0
__import__.product_8180467,0,0,0,0
__import__.product_8180473,0,0,0,0
__import__.product_8180556,0,0,0,0
__import__.product_8180674,0,0,0,0
__import__.product_8180680,0,0,0,0
__import__.product_8180697,0,0,0,0
__import__.product_8180705,0,0,0,0
__import__.product_8180711,0,0,0,0
__import__.product_8180728,0,0,0,0
__import__.product_8180800,0,0,0,0
__import__.product_8180817,0,0,0,0
__import__.product_8181001,0,0,0,0
__import__.product_8181030,0,0,0,0
__import__.product_8181047,0,0,0,0
__import__.product_8181254,0,0,0,0
__import__.product_8181308,0,0,0,0
__import__.product_8181314,0,0,0,0
__import__.product_8181366,0,0,0,0
__import__.product_8181372,0,0,0,0
__import__.product_8181426,0,0,0,0
__import__.product_8181797,0,0,0,0
__import__.product_8181863,0,0,0,0
__import__.product_8181900,0,0,0,0
__import__.product_8181917,0,0,0,0
__import__.product_8181923,0,0,0,0
__import__.product_8181946,0,0,0,0
__import__.product_8181952,0,0,0,0
__import__.product_8181969,0,0,0,0
__import__.product_8181975,0,0,0,0
__import__.product_8181981,0,0,0,0
__import__.product_8182058,0,0,0,0
__import__.product_8182199,0,0,0,0
__import__.product_8182207,0,0,0,0
__import__.product_8182213,0,0,0,0
__import__.product_8182259,0,0,0,0
__import__.product_8182265,0,0,0,0
__import__.product_8182319,0,0,0,0
__import__.product_8182360,0,0,0,0
__import__.product_8182408,0,0,0,0
__import__.product_8182472,0,0,0,0
__import__.product_8182495,0,0,0,0
__import__.product_8182785,0,0,0,0
__import__.product_8182845,0,0,0,0
__import__.product_8182851,0,0,0,0
__import__.product_8182868,0,0,0,0
__import__.product_8183425,0,0,0,0
__import__.product_8183431,0,0,0,0
__import__.product_8183448,0,0,0,0
__import__.product_8183454,0,0,0,0
__import__.product_8183460,0,0,0,0
__import__.product_8183477,0,0,0,0
__import__.product_8183483,0,0,0,0
__import__.product_8183514,0,0,0,0
__import__.product_8183520,0,0,0,0
__import__.product_8183572,0,0,0,0
__import__.product_8183649,0,0,0,0
__import__.product_8184324,0,0,0,0
__import__.product_8184330,0,0,0,0
__import__.product_8184376,0,0,0,0
__import__.product_8184382,0,0,0,0
__import__.product_8184399,0,0,0,0
__import__.product_8184583,0,0,0,0
__import__.product_8184637,0,0,0,0
__import__.product_8184761,0,0,0,0
__import__.product_8184778,0,0,0,0
__import__.product_8184784,0,0,0,0
__import__.product_8184896,0,0,0,0
__import__.product_8184910,0,0,0,0
__import__.product_8185476,0,0,0,0
__import__.product_8185499,0,0,0,0
__import__.product_8185507,0,0,0,0
__import__.product_8185513,0,0,0,0
__import__.product_8185536,0,0,0,0
__import__.product_8185619,0,0,0,0
__import__.product_8185766,0,0,0,0
__import__.product_8186197,0,0,0,0
__import__.product_8186607,0,0,0,0
__import__.product_8186748,0,0,0,0
__import__.product_8187475,0,0,0,0
__import__.product_8187570,0,0,0,0
__import__.product_8187819,0,0,0,0
__import__.product_8188411,0,0,0,0
__import__.product_8188865,0,0,0,0
__import__.product_8188931,0,0,0,0
__import__.product_8188954,0,0,0,0
__import__.product_8189020,0,0,0,0
__import__.product_8189132,0,0,0,0
__import__.product_8189505,0,0,0,0
__import__.product_8190069,0,0,0,0
__import__.product_8190520,0,0,0,0
__import__.product_8191910,0,0,0,0
__import__.product_8191927,0,0,0,0
__import__.product_8191933,0,0,0,0
__import__.product_8191956,0,0,0,0
__import__.product_8192051,0,0,0,0
__import__.product_8192217,0,0,0,0
__import__.product_8192737,0,0,0,0
__import__.product_8192803,0,0,0,0
__import__.product_8192849,0,0,0,0
__import__.product_8192909,0,0,0,0
__import__.product_8192938,0,0,0,0
__import__.product_8193205,0,0,0,0
__import__.product_8193435,0,0,0,0
__import__.product_8193501,0,0,0,1.50
__import__.product_8193659,0,0,0,0
__import__.product_8193701,0,0,0,1.50
__import__.product_8193703,0,0,0,3.00
__import__.product_8193754,0,0,0,0
__import__.product_8193801,0,0,0,1.50
__import__.product_8193901,19.20,8.00,30.00,1.50
__import__.product_8194001,23.60,10.00,28.80,1.50
__import__.product_8194127,0,0,0,0
__import__.product_8194392,0,0,0,0
__import__.product_8194512,0,0,0,0
__import__.product_8195842,0,0,0,0
__import__.product_8196037,0,0,0,0
__import__.product_8196066,0,0,0,0
__import__.product_8196072,0,0,0,0
__import__.product_8196149,0,0,0,0
__import__.product_8196250,0,0,0,0
__import__.product_8196646,0,0,0,0
__import__.product_8196988,0,0,0,0
__import__.product_8197002,0,0,0,0
__import__.product_8197019,0,0,0,0
__import__.product_8197025,0,0,0,0
__import__.product_8197077,0,0,0,0
__import__.product_8197083,0,0,0,0
__import__.product_8197166,0,0,0,0
__import__.product_8197172,0,0,0,0
__import__.product_8197195,0,0,0,0
__import__.product_8197226,0,0,0,0
__import__.product_8197232,0,0,0,0
__import__.product_8197309,0,0,0,0
__import__.product_8197580,0,0,0,0
__import__.product_8197686,0,0,0,0
__import__.product_8197806,0,0,0,0
__import__.product_8197918,0,0,0,0
__import__.product_8197982,0,0,0,0
__import__.product_8198094,0,0,0,0
__import__.product_8198214,0,0,0,0.50
__import__.product_8198332,0,0,0,0
__import__.product_8198379,0,0,0,0
__import__.product_8198444,0,0,0,0
__import__.product_8198680,0,0,0,0
__import__.product_8198740,0,0,0,0
__import__.product_8199320,0,0,0,0
__import__.product_8199610,0,0,0,0
__import__.product_8199745,0,0,0,0
__import__.product_8199774,0,0,0,0
__import__.product_8200075,0,0,0,0
__import__.product_8200112,0,0,0,0
__import__.product_8200129,0,0,0,0
__import__.product_8200135,0,0,0,0
__import__.product_8200158,0,0,0,0
__import__.product_8200425,0,0,0,0
__import__.product_8200566,0,0,0,0
__import__.product_8200916,0,0,0,0
__import__.product_8200951,0,0,0,0
__import__.product_8200968,0,0,0,0
__import__.product_8200974,0,0,0,0
__import__.product_8200980,0,0,0,0
__import__.product_8200997,0,0,0,0
__import__.product_8201040,0,0,0,0
__import__.product_8201057,0,0,0,0
__import__.product_8201117,0,0,0,0
__import__.product_8201123,0,0,0,0
__import__.product_8201146,0,0,0,0
__import__.product_8201152,0,0,0,0
__import__.product_8201867,0,0,0,1.00
__import__.product_8201904,0,0,0,5.00
__import__.product_8201927,0,0,0,0
__import__.product_8202341,0,0,0,0
__import__.product_8202482,0,0,0,0
__import__.product_8202625,0,0,0,0
__import__.product_8202648,0,0,0,0
__import__.product_8202795,0,0,0,0
__import__.product_8203010,0,0,0,0
__import__.product_8203027,0,0,0,0
__import__.product_8203174,0,0,0,0
__import__.product_8203381,0,0,0,0
__import__.product_8203398,0,0,0,0
__import__.product_8203636,0,0,0,0
__import__.product_8205078,0,0,0,0
__import__.product_8205090,0,0,0,0
__import__.product_8205256,0,0,0,0
__import__.product_8205374,0,0,0,0
__import__.product_8205569,0,0,0,0
__import__.product_8205776,0,0,0,0
__import__.product_8205977,0,0,0,0
__import__.product_8205983,0,0,0,0
__import__.product_8206008,0,0,0,0
__import__.product_8206037,0,0,0,0
__import__.product_8206089,0,0,0,0
__import__.product_8206095,0,0,0,0
__import__.product_8206356,0,0,0,0
__import__.product_8206439,0,0,0,0
__import__.product_8206480,0,0,0,0
__import__.product_8206824,0,0,0,0
__import__.product_8206876,0,0,0,0
__import__.product_8206899,0,0,0,0
__import__.product_8206913,0,0,0,0
__import__.product_8206936,0,0,0,0
__import__.product_8206942,0,0,0,0
__import__.product_8206959,0,0,0,0
__import__.product_8207048,0,0,0,0
__import__.product_8207226,0,0,0,0
__import__.product_8207232,0,0,0,0
__import__.product_8207249,0,0,0,0
__import__.product_8207255,0,0,0,0
__import__.product_8207261,0,0,0,0
__import__.product_8207278,0,0,0,0
__import__.product_8207284,0,0,0,0
__import__.product_8207350,0,0,0,0
__import__.product_8207410,0,0,0,0
__import__.product_8207568,0,0,0,0
__import__.product_8207924,0,0,0,0
__import__.product_8207953,0,0,0,0
__import__.product_8207976,0,0,0,0
__import__.product_8208154,0,0,0,0
__import__.product_8208438,0,0,0,0
__import__.product_8209030,0,0,0,0
__import__.product_8209372,0,0,0,0
__import__.product_8209515,0,0,0,0
__import__.product_8209521,0,0,0,0
__import__.product_8209538,0,0,0,0
__import__.product_8209544,0,0,0,0
__import__.product_8209550,0,0,0,0
__import__.product_8209573,0,0,0,0
__import__.product_8209596,0,0,0,0
__import__.product_8209604,0,0,0,0
__import__.product_8209610,0,0,0,0
__import__.product_8209840,0,0,0,0
__import__.product_8209998,0,0,0,0
__import__.product_8210010,0,0,0,0
__import__.product_8210180,0,0,0,0
__import__.product_8210228,0,0,0,0
__import__.product_8210524,0,0,0,0
__import__.product_8210553,0,0,0,0
__import__.product_8210599,0,0,0,0
__import__.product_8210613,0,0,0,0
__import__.product_8210636,0,0,0,0
__import__.product_8210731,0,0,0,0
__import__.product_8210783,0,0,0,0
__import__.product_8210949,0,0,0,0
__import__.product_8211067,0,0,0,0
__import__.product_8211096,0,0,0,0
__import__.product_8211274,0,0,0,0
__import__.product_8211280,0,0,0,0
__import__.product_8211297,0,0,0,0
__import__.product_8211305,0,0,0,0
__import__.product_8211311,0,0,0,0
__import__.product_8211328,0,0,0,0
__import__.product_8211334,0,0,0,0
__import__.product_8211357,0,0,0,0
__import__.product_8211363,0,0,0,0
__import__.product_8211400,0,0,0,0
__import__.product_8211736,0,0,0,0
__import__.product_8213267,0,0,0,0
__import__.product_8213445,0,0,0,0
__import__.product_8213511,0,0,0,0
__import__.product_8213971,0,0,0,0
__import__.product_8213994,0,0,0,0
__import__.product_8214002,0,0,0,0
__import__.product_8214019,0,0,0,0
__import__.product_8214025,0,0,0,0
__import__.product_8214048,0,0,0,0
__import__.product_8214054,0,0,0,0
__import__.product_8214137,0,0,0,0
__import__.product_8214539,0,0,0,0
__import__.product_8214551,0,0,0,0
__import__.product_8214769,0,0,0,0
__import__.product_8214841,0,0,0,0
__import__.product_8214870,0,0,0,0
__import__.product_8215125,0,0,0,0
__import__.product_8215183,0,0,0,0
__import__.product_8215295,0,0,0,0
__import__.product_8215326,0,0,0,0
__import__.product_8215349,0,0,0,0
__import__.product_8215361,0,0,0,0
__import__.product_8215421,0,0,0,0
__import__.product_8215444,0,0,0,0
__import__.product_8215556,0,0,0,0
__import__.product_8215734,0,0,0,0
__import__.product_8216544,0,0,0,0
__import__.product_8216679,0,0,0,0
__import__.product_8216683,0,0,0,0
__import__.product_8216685,0,0,0,0
__import__.product_8217236,0,0,0,0
__import__.product_8217242,0,0,0,0
__import__.product_8217259,0,0,0,0
__import__.product_8217414,0,0,0,0
__import__.product_8217609,0,0,0,0
__import__.product_8217868,0,0,0,0
__import__.product_8217940,0,0,0,0
__import__.product_8217963,0,0,0,0
__import__.product_8218075,0,0,0,0
__import__.product_8218135,0,0,0,0
__import__.product_8218164,0,0,0,0
__import__.product_8218253,0,0,0,0
__import__.product_8218425,0,0,0,0
__import__.product_8218514,0,0,0,0
__import__.product_8218520,0,0,0,0
__import__.product_8218566,0,0,0,0
__import__.product_8218626,0,0,0,0
__import__.product_8218632,0,0,0,0
__import__.product_8218721,0,0,0,0
__import__.product_8219198,0,0,0,0
__import__.product_8219206,0,0,0,0
__import__.product_8219212,0,0,0,0
__import__.product_8219241,0,0,0,0
__import__.product_8219258,0,0,0,0
__import__.product_8219264,0,0,0,0
__import__.product_8219270,0,0,0,0
__import__.product_8219637,0,0,0,0
__import__.product_8219643,0,0,0,0
__import__.product_8219666,0,0,0,0
__import__.product_8219672,0,0,0,0
__import__.product_8219726,0,0,0,0
__import__.product_8219850,0,0,0,0
__import__.product_8219985,0,0,0,0
__import__.product_8220014,0,0,0,0
__import__.product_8220043,0,0,0,0
__import__.product_8220480,0,0,0,0
__import__.product_8220617,0,0,0,0
__import__.product_8220646,0,0,0,0
__import__.product_8220652,0,0,0,0
__import__.product_8220669,0,0,0,0
__import__.product_8221686,0,0,0,0
__import__.product_8221692,0,0,0,0
__import__.product_8222071,0,0,0,0
__import__.product_8222088,0,0,0,0
__import__.product_8222148,0,0,0,0
__import__.product_8222208,0,0,0,0
__import__.product_8222326,20.40,31.50,31.00,14.60
__import__.product_8222378,0,0,0,0
__import__.product_8222384,0,0,0,0
__import__.product_8222415,0,0,0,0
__import__.product_8222438,0,0,0,0
__import__.product_8222504,0,0,0,0
__import__.product_8222510,0,0,0,0
__import__.product_8222616,0,0,0,0
__import__.product_8222645,0,0,0,0
__import__.product_8222651,0,0,0,0
__import__.product_8222668,0,0,0,0
__import__.product_8222674,0,0,0,0
__import__.product_8222680,0,0,0,0
__import__.product_8222697,0,0,0,0
__import__.product_8222786,0,0,0,0
__import__.product_8222792,0,0,0,0
__import__.product_8222817,0,0,0,0
__import__.product_8222823,0,0,0,0
__import__.product_8223395,0,0,0,0
__import__.product_8223478,0,0,0,0
__import__.product_8223484,0,0,0,0
__import__.product_8223828,0,0,0,0
__import__.product_8224041,0,0,0,0
__import__.product_8224294,0,0,0,0
__import__.product_8224325,0,0,0,0
__import__.product_8224331,0,0,0,0
__import__.product_8224609,0,0,0,0
__import__.product_8224710,0,0,0,0
__import__.product_8224733,0,0,0,0
__import__.product_8224779,0,0,0,0
__import__.product_8224928,0,0,0,0
__import__.product_8225112,0,0,0,0
__import__.product_8225276,0,0,0,0
__import__.product_8225425,0,0,0,0
__import__.product_8225431,0,0,0,0
__import__.product_8225945,0,0,0,0
__import__.product_8226057,0,0,0,0
__import__.product_8226407,0,0,0,0
__import__.product_8226436,0,0,0,0
__import__.product_8227105,0,0,0,0
__import__.product_8227134,0,0,0,0
__import__.product_8227140,0,0,0,0
__import__.product_8227714,0,0,0,0
__import__.product_8227737,0,0,0,0
__import__.product_8228027,0,0,0,0
__import__.product_8228257,0,0,0,0
__import__.product_8228263,0,0,0,0
__import__.product_8228702,0,0,0,0
__import__.product_8228725,0,0,0,0
__import__.product_8228731,0,0,0,0
__import__.product_8228748,0,0,0,0
__import__.product_8228926,0,0,0,0
__import__.product_8228932,0,0,0,0
__import__.product_8228949,0,0,0,0
__import__.product_8228990,0,0,0,0
__import__.product_8229009,0,0,0,0
__import__.product_8229015,0,0,0,0
__import__.product_8229021,0,0,0,0
__import__.product_8229038,0,0,0,0
__import__.product_8229044,0,0,0,0
__import__.product_8229050,0,0,0,0
__import__.product_8229067,0,0,0,0
__import__.product_8229073,0,0,0,0
