id,weight,orderpoint_max,length,width,depth,orderpoint_min
__import__.product_7196348,5.00,18.000,43.00,29.60,10.00,8.000
__import__.product_7196466,10.00,105.000,60.20,39.00,10.00,30.000
__import__.product_7196549,2.00,71.000,29.00,20.60,9.00,31.000
__import__.product_7196644,2.00,222.000,29.00,20.60,9.00,80.000
__import__.product_7196696,2.00,85.000,29.00,20.60,9.00,30.000
__import__.product_7196874,3.00,54.000,37.00,29.00,9.00,20.000
__import__.product_7196880,10.00,49.000,61.00,38.00,11.10,20.000
__import__.product_7228315,3.00,110.000,33.00,29.00,12.90,31.000
__import__.product_7235841,0,5.000,0,0,0,3.000
__import__.product_7241333,2.00,14.000,29.00,20.60,9.00,8.000
__import__.product_7241356,2.00,40.000,29.00,20.60,9.00,12.000
__import__.product_7351518,2.00,25.000,29.00,20.60,9.00,10.000
__import__.product_7368967,0.20,10.000,3.70,3.70,7.30,4.000
__import__.product_7413080,6.50,10.000,58.30,39.50,22.50,5.000
__import__.product_7416643,2.00,10.000,29.00,20.60,9.00,6.000
__import__.product_7437036,2.00,43.000,29.00,20.60,9.00,24.000
__import__.product_7437119,2.00,11.000,29.00,20.60,9.00,4.000
__import__.product_7505500,0.13,25.000,4.80,4.80,8.40,15.000
__import__.product_7672441,0.60,75.000,7.90,7.90,16.60,36.000
__import__.product_7760331,0.83,15.000,17.70,14.00,11.80,4.000
__import__.product_7760333,0.10,63.000,11.30,8.30,4.20,33.000
__import__.product_7760335,0.90,15.000,13.60,13.00,14.40,8.000
__import__.product_7865039,5.00,18.000,31.00,23.50,11.10,9.000
__import__.product_7865045,4.80,79.000,31.00,22.90,11.40,30.000
__import__.product_7910009,0.03,35.000,11.70,5.60,3.10,19.000
__import__.product_7910010,0.02,57.000,11.70,5.60,3.10,20.000
__import__.product_7910018,0.05,27.000,11.90,5.60,3.10,8.000
__import__.product_7910033,0.20,21.000,20.80,13.00,7.10,7.000
__import__.product_7910041,0.43,1295.000,7.20,7.20,13.90,500.000
__import__.product_7910048,0.07,120.000,22.30,4.90,3.10,36.000
__import__.product_7910050,0.15,102.000,23.80,5.80,4.30,30.000
__import__.product_7910055,0.47,133.000,5.70,5.70,23.90,33.000
__import__.product_7915015,0.05,125.000,4.80,2.70,11.30,37.000
__import__.product_7920002,0.20,2.000,17.30,12.40,3.00,1.000
__import__.product_7920004,0.20,8.000,17.30,12.40,3.00,4.000
__import__.product_7920005,0.20,26.000,17.30,12.40,3.00,13.000
__import__.product_7920006,0.20,6.000,17.30,12.40,3.00,3.000
__import__.product_7920008,0.20,50.000,17.30,12.40,3.00,25.000
__import__.product_7920009,0.20,16.000,17.30,12.40,3.00,8.000
__import__.product_7920013,0.20,50.000,17.30,12.40,3.00,25.000
__import__.product_7920047,0.20,4.000,17.30,12.40,3.00,2.000
__import__.product_7978306,0.50,4.000,7.90,7.90,18.50,2.000
__import__.product_8000057,0.10,16.000,11.60,9.50,8.50,8.000
__import__.product_8000614,0,1200.000,16.00,3.80,1.20,600.000
__import__.product_8000666,0,600.000,14.00,4.00,1.30,500.000
__import__.product_8000910,0,100.000,17.50,4.00,1.00,50.000
__import__.product_8000956,0,100.000,17.50,3.50,1.00,50.000
__import__.product_8001737,0,2.000,0,0,0,1.000
__import__.product_8001772,0,4.000,0,0,0,2.000
__import__.product_8001950,0,5.000,0,0,0,2.000
__import__.product_8003624,0,4.000,0,0,0,2.000
__import__.product_8003630,0,4.000,0,0,0,2.000
__import__.product_8003647,0,5.000,0,0,0,1.000
__import__.product_8003707,0,4.000,0,0,0,2.000
__import__.product_8003736,0,12.000,0,0,0,6.000
__import__.product_8003765,0,10.000,0,0,0,5.000
__import__.product_8003794,0,4.000,0,0,0,2.000
__import__.product_8003819,0,2.000,0,0,0,1.000
__import__.product_8003877,0,6.000,0,0,0,3.000
__import__.product_8006077,0,15.000,0,0,0,10.000
__import__.product_8006083,0,10.000,0,0,0,5.000
__import__.product_8006108,0,10.000,0,0,0,5.000
__import__.product_8006114,0,10.000,0,0,0,5.000
__import__.product_8006769,0,40.000,0,0,0,20.000
__import__.product_8007243,0,2.000,0,0,0,1.000
__import__.product_8007409,0,20.000,0,0,0,10.000
__import__.product_8007674,0,2.000,0,0,0,1.000
__import__.product_8007680,0,2.000,0,0,0,1.000
__import__.product_8007763,0.20,2.000,41.00,12.50,6.00,1.000
__import__.product_8008107,0,4.000,0,0,0,2.000
__import__.product_8008113,0,2.000,0,0,0,1.000
__import__.product_8008142,0,2.000,0,0,0,1.000
__import__.product_8010417,0,108.000,0,0,0,72.000
__import__.product_8010423,0,108.000,0,0,0,72.000
__import__.product_8010446,0,72.000,0,0,0,36.000
__import__.product_8010469,0,72.000,0,0,0,36.000
__import__.product_8010481,0,24.000,0,0,0,12.000
__import__.product_8011196,0,5.000,0,0,0,1.000
__import__.product_8011405,0,36.000,0,0,0,18.000
__import__.product_8011440,0,24.000,0,0,0,12.000
__import__.product_8012095,0,6.000,0,0,0,1.000
__import__.product_8012103,0,48.000,0,0,0,36.000
__import__.product_8012126,0,72.000,0,0,0,36.000
__import__.product_8012184,0,108.000,0,0,0,72.000
__import__.product_8012221,0,25.000,0,0,0,20.000
__import__.product_8012238,0,4.000,0,0,0,2.000
__import__.product_8012304,0,48.000,0,0,0,36.000
__import__.product_8012356,0,16.000,0,0,0,12.000
__import__.product_8012379,0,48.000,0,0,0,36.000
__import__.product_8012385,0,72.000,0,0,0,36.000
__import__.product_8012391,0,12.000,0,0,0,6.000
__import__.product_8012416,0,72.000,0,0,0,36.000
__import__.product_8012445,0,60.000,0,0,0,30.000
__import__.product_8012451,0,5.000,0,0,0,2.000
__import__.product_8012468,0,12.000,0,0,0,6.000
__import__.product_8012474,0,144.000,0,0,0,72.000
__import__.product_8012505,0,20.000,0,0,0,10.000
__import__.product_8012511,0,40.000,0,0,0,20.000
__import__.product_8012528,0,24.000,0,0,0,6.000
__import__.product_8012534,0,12.000,0,0,0,6.000
__import__.product_8012540,0,20.000,0,0,0,10.000
__import__.product_8012563,0,40.000,0,0,0,20.000
__import__.product_8014473,0,2.000,0,0,0,1.000
__import__.product_8015171,0,2.000,0,0,0,1.000
__import__.product_8015188,0,4.000,0,0,0,2.000
__import__.product_8015194,0,10.000,0,0,0,5.000
__import__.product_8015455,0,6.000,0,0,0,3.000
__import__.product_8017081,0,100.000,0,0,0,50.000
__import__.product_8017230,0,2.000,0,0,0,1.000
__import__.product_8017709,0,4.000,0,0,0,2.000
__import__.product_8017773,0,2.000,0,0,0,1.000
__import__.product_8017796,0,3.000,0,0,0,2.000
__import__.product_8017804,0,5.000,0,0,0,2.000
__import__.product_8017810,0,3.000,0,0,0,2.000
__import__.product_8017827,0,3.000,0,0,0,2.000
__import__.product_8017833,0,20.000,0,0,0,10.000
__import__.product_8017862,0,20.000,0,0,0,10.000
__import__.product_8017879,0,20.000,0,0,0,10.000
__import__.product_8018293,0,2.000,0,0,0,1.000
__import__.product_8018324,0,2.000,0,0,0,1.000
__import__.product_8018347,0,2.000,0,0,0,1.000
__import__.product_8018353,0,2.000,0,0,0,1.000
__import__.product_8018376,0,2.000,0,0,0,1.000
__import__.product_8018382,0,2.000,0,0,0,1.000
__import__.product_8018413,0,2.000,0,0,0,1.000
__import__.product_8018436,0,2.000,0,0,0,1.000
__import__.product_8018442,0,2.000,0,0,0,1.000
__import__.product_8018471,0,2.000,0,0,0,1.000
__import__.product_8018531,0,2.000,0,0,0,1.000
__import__.product_8018554,0,4.000,0,0,0,2.000
__import__.product_8018666,0,2.000,0,0,0,1.000
__import__.product_8018784,0,2.000,0,0,0,1.000
__import__.product_8018838,0,2.000,0,0,0,1.000
__import__.product_8018844,0,2.000,0,0,0,1.000
__import__.product_8018979,0,2.000,0,0,0,1.000
__import__.product_8018985,0,2.000,0,0,0,1.000
__import__.product_8019039,0,2.000,0,0,0,1.000
__import__.product_8019217,0,20.000,0,0,0,10.000
__import__.product_8019275,0,2.000,0,0,0,1.000
__import__.product_8019298,0,100.000,0,0,0,50.000
__import__.product_8019335,0,40.000,0,0,0,20.000
__import__.product_8019424,0,20.000,0,0,0,10.000
__import__.product_8019513,0,10.000,0,0,0,5.000
__import__.product_8019536,0,10.000,0,0,0,5.000
__import__.product_8019542,0,10.000,0,0,0,5.000
__import__.product_8019559,0,20.000,0,0,0,10.000
__import__.product_8019625,0,10.000,0,0,0,5.000
__import__.product_8019631,0,10.000,0,0,0,5.000
__import__.product_8019683,0,10.000,0,0,0,5.000
__import__.product_8019708,0,10.000,0,0,0,5.000
__import__.product_8019743,0,10.000,0,0,0,5.000
__import__.product_8019878,0,20.000,0,0,0,10.000
__import__.product_8019884,0,50.000,0,0,0,25.000
__import__.product_8020249,0,10.000,0,0,0,5.000
__import__.product_8020284,0,15.000,0,0,0,10.000
__import__.product_8020427,0,3.000,0,0,0,2.000
__import__.product_8020545,0,40.000,0,0,0,20.000
__import__.product_8020611,0,50.000,0,0,0,25.000
__import__.product_8020634,0,200.000,0,0,0,100.000
__import__.product_8020663,0,20.000,0,0,0,10.000
__import__.product_8020686,0,5.000,0,0,0,2.000
__import__.product_8020692,0,40.000,0,0,0,20.000
__import__.product_8020700,0,10.000,0,0,0,5.000
__import__.product_8020717,0,20.000,0,0,0,10.000
__import__.product_8020723,0,4.000,0,0,0,2.000
__import__.product_8020746,0,40.000,0,0,0,20.000
__import__.product_8020752,0,5.000,0,0,0,2.000
__import__.product_8020798,0,100.000,0,0,0,50.000
__import__.product_8020806,0,30.000,0,0,0,15.000
__import__.product_8020835,0,40.000,0,0,0,20.000
__import__.product_8020841,0,2.000,0,0,0,1.000
__import__.product_8020893,0,4.000,0,0,0,2.000
__import__.product_8020924,0,10.000,0,0,0,5.000
__import__.product_8020930,0,100.000,0,0,0,50.000
__import__.product_8020953,0,30.000,0,0,0,15.000
__import__.product_8021125,0,20.000,0,0,0,10.000
__import__.product_8021131,0,20.000,0,0,0,10.000
__import__.product_8021154,0,5.000,0,0,0,2.000
__import__.product_8021220,0,60.000,0,0,0,30.000
__import__.product_8021237,0,30.000,0,0,0,15.000
__import__.product_8021272,0,20.000,0,0,0,10.000
__import__.product_8021289,0,50.000,0,0,0,25.000
__import__.product_8021303,0,5.000,0,0,0,2.000
__import__.product_8021444,0,2.000,0,0,0,1.000
__import__.product_8021496,0,25.000,0,0,0,20.000
__import__.product_8021800,0,2.000,0,0,0,1.000
__import__.product_8021846,0.10,21.000,8.60,7.60,2.90,14.000
__import__.product_8021852,0.10,6.000,3.00,8.50,7.50,3.000
__import__.product_8021869,0.10,24.000,8.50,7.50,3.00,16.000
__import__.product_8023271,0,10.000,0,0,0,5.000
__import__.product_8023294,0,5.000,0,0,0,2.000
__import__.product_8023526,0,20.000,0,0,0,10.000
__import__.product_8024000,0,4.000,0,0,0,2.000
__import__.product_8024046,0,12.000,0,0,0,8.000
__import__.product_8024141,0,2.000,0,0,0,1.000
__import__.product_8024885,0,20.000,0,0,0,10.000
__import__.product_8025005,0,50.000,0,0,0,20.000
__import__.product_8025123,0,4.000,0,0,0,2.000
__import__.product_8025181,0,2.000,0,0,0,1.000
__import__.product_8025407,0,5.000,0,0,0,3.000
__import__.product_8025442,0,4.000,0,0,0,2.000
__import__.product_8025531,1.50,2.000,55.50,26.50,3.60,1.000
__import__.product_8026223,0,2.000,0,0,0,1.000
__import__.product_8027151,0.08,50.000,17.50,8.50,6.00,25.000
__import__.product_8027180,0,2.000,0,0,0,1.000
__import__.product_8027820,0,12.000,7.00,7.00,20.00,6.000
__import__.product_8028274,0,10.000,0,0,0,5.000
__import__.product_8028280,0,7.000,0,0,0,2.000
__import__.product_8028334,0,4.000,0,0,0,2.000
__import__.product_8028392,0,12.000,0,0,0,1.000
__import__.product_8028417,0,36.000,0,0,0,24.000
__import__.product_8028452,0,3.000,0,0,0,1.000
__import__.product_8028469,0,20.000,0,0,0,10.000
__import__.product_8030070,0,2.000,0,0,0,1.000
__import__.product_8030087,0,2.000,0,0,0,1.000
__import__.product_8030294,0,3.000,0,0,0,1.000
__import__.product_8030526,0,400.000,3.50,3.50,7.00,200.000
__import__.product_8030584,0,10.000,0,0,0,5.000
__import__.product_8031193,0,15.000,0,0,0,10.000
__import__.product_8031371,0,5.000,0,0,0,2.000
__import__.product_8031388,0,2.000,0,0,0,1.000
__import__.product_8031394,0,3.000,0,0,0,2.000
__import__.product_8031419,0,4.000,0,0,0,2.000
__import__.product_8031589,0,25.000,0,0,0,15.000
__import__.product_8031595,0,5.000,0,0,0,2.000
__import__.product_8031603,0,3.000,0,0,0,1.000
__import__.product_8032011,0,6.000,0,0,0,4.000
__import__.product_8032034,0,12.000,0,0,0,2.000
__import__.product_8032181,0,4.000,0,0,0,2.000
__import__.product_8032376,0.30,8.000,15.40,8.40,4.40,4.000
__import__.product_8032488,0,5.000,0,0,0,2.000
__import__.product_8032494,0,5.000,0,0,0,2.000
__import__.product_8034079,0,2.000,0,0,0,1.000
__import__.product_8034435,0,20.000,0,0,0,10.000
__import__.product_8035392,0,2.000,0,0,0,1.000
__import__.product_8035506,0,2.000,0,0,0,1.000
__import__.product_8035742,0,2.000,0,0,0,1.000
__import__.product_8036227,0,2.000,0,0,0,1.000
__import__.product_8036322,0,6.000,0,0,0,3.000
__import__.product_8036351,0,2.000,0,0,0,1.000
__import__.product_8036397,0,6.000,0,0,0,2.000
__import__.product_8036405,0,4.000,0,0,0,2.000
__import__.product_8036575,0,2.000,0,0,0,1.000
__import__.product_8036598,0,5.000,0,0,0,2.000
__import__.product_8037379,0,2.000,0,0,0,1.000
__import__.product_8037712,0,2.000,0,0,0,1.000
__import__.product_8037853,0,4.000,0,0,0,2.000
__import__.product_8037876,0,6.000,0,0,0,3.000
__import__.product_8037882,0,4.000,0,0,0,2.000
__import__.product_8037907,0,6.000,0,0,0,3.000
__import__.product_8037913,0,4.000,0,0,0,2.000
__import__.product_8037936,0,2.000,0,0,0,1.000
__import__.product_8038522,1.00,480.000,27.40,10.00,12.00,100.000
__import__.product_8038545,1.10,24.000,27.50,11.80,10.40,16.000
__import__.product_8038611,0.90,50.000,27.80,13.50,6.40,25.000
__import__.product_8039473,0,2.000,0,0,0,1.000
__import__.product_8039504,0,5.000,0,0,0,3.000
__import__.product_8039510,0,10.000,0,0,0,5.000
__import__.product_8039533,0,2.000,0,0,0,1.000
__import__.product_8039912,2.10,500.000,28.50,20.20,12.50,100.000
__import__.product_8039987,1.60,20.000,38.00,24.00,3.50,10.000
__import__.product_8040335,0,4.000,0,0,0,2.000
__import__.product_8040358,0,10.000,0,0,0,5.000
__import__.product_8040364,0,4.000,0,0,0,2.000
__import__.product_8041257,0.30,3.000,10.00,10.00,9.00,2.000
__import__.product_8044020,0,2.000,0,0,0,1.000
__import__.product_8044793,0,20.000,0,0,0,10.000
__import__.product_8044801,0,2.000,0,0,0,1.000
__import__.product_8044847,0,3.000,0,0,0,2.000
__import__.product_8045002,0,6.000,0,0,0,3.000
__import__.product_8045203,0,4.000,0,0,0,3.000
__import__.product_8045226,0,2.000,0,0,0,1.000
__import__.product_8045611,0,2.000,0,0,0,1.000
__import__.product_8045657,0,12.000,0,0,0,6.000
__import__.product_8045663,0,3.000,0,0,0,2.000
__import__.product_8046496,0,20.000,1.10,0.50,1.10,10.000
__import__.product_8048182,0,2.000,0,0,0,1.000
__import__.product_8048839,0,2.000,0,0,0,1.000
__import__.product_8050262,0,24.000,0,0,0,12.000
__import__.product_8050279,0,24.000,0,0,0,12.000
__import__.product_8050285,0,8.000,0,0,0,4.000
__import__.product_8050954,0,36.000,0,0,0,18.000
__import__.product_8050983,0,12.000,0,0,0,6.000
__import__.product_8051333,0,36.000,0,0,0,18.000
__import__.product_8052195,0,4.000,0,0,0,2.000
__import__.product_8053007,0,1500.000,13.00,2.60,1.30,1000.000
__import__.product_8053438,0,24.000,0,0,0,12.000
__import__.product_8059406,0,2.000,0,0,0,1.000
__import__.product_8062265,0,24.000,0,0,0,12.000
__import__.product_8062271,0,20.000,0,0,0,10.000
__import__.product_8062288,0,72.000,0,0,0,36.000
__import__.product_8062319,0,36.000,0,0,0,6.000
__import__.product_8062331,0,72.000,0,0,0,36.000
__import__.product_8062348,0,72.000,0,0,0,36.000
__import__.product_8062360,0,20.000,0,0,0,10.000
__import__.product_8062377,0,108.000,0,0,0,72.000
__import__.product_8062383,0,72.000,0,0,0,36.000
__import__.product_8063253,0,15.000,0,0,0,5.000
__import__.product_8063282,0,10.000,0,0,0,5.000
__import__.product_8063661,0,2.000,0,0,0,1.000
__import__.product_8063678,0,100.000,0,0,0,50.000
__import__.product_8063690,0,100.000,0,0,0,50.000
__import__.product_8064206,0,36.000,0,0,0,12.000
__import__.product_8065128,0,2.000,0,0,0,1.000
__import__.product_8065140,0,2.000,0,0,0,1.000
__import__.product_8067417,0,2.000,0,0,0,1.000
__import__.product_8068693,0,2.000,0,0,0,2.000
__import__.product_8071985,0.03,40.000,8.50,3.30,2.70,20.000
__import__.product_8072660,6.50,90.000,39.00,26.00,12.70,60.000
__import__.product_8075210,0,125.000,0,0,0,100.000
__import__.product_8075227,0,150.000,0,0,0,100.000
__import__.product_8075233,0,65.000,0,0,0,50.000
__import__.product_8076304,0,10.000,0,0,0,5.000
__import__.product_8076675,0,8.000,0,0,0,3.000
__import__.product_8076681,0,4.000,0,0,0,2.000
__import__.product_8078378,1.60,4.000,14.50,27.50,22.80,2.000
__import__.product_8082405,6.10,4.000,18.70,15.00,28.50,1.000
__import__.product_8090959,15.00,8.000,28.30,37.80,0,5.000
__import__.product_8095224,2.00,104.000,28.00,19.00,10.00,40.000
__import__.product_8095230,2.00,14.000,28.00,19.00,10.00,8.000
__import__.product_8120637,6.00,5.000,0,0,0,3.000
__import__.product_8121890,1.00,30.000,0,0,0,14.000
__import__.product_8121909,5.00,4.000,0,0,0,2.000
__import__.product_8124629,5.00,6.000,29.00,29.00,26.00,3.000
__import__.product_8124919,1.20,8.000,0,0,0,5.000
__import__.product_8127177,0.40,24.000,0,0,0,11.000
__import__.product_8135076,0.60,10.000,0,0,0,6.000
__import__.product_8135082,1.20,20.000,0,0,0,8.000
__import__.product_8158011,0.75,112.000,21.80,16.30,12.20,33.000
__import__.product_8165027,0.10,10.000,11.50,2.00,19.00,5.000
__import__.product_8165060,0.10,12.000,7.40,7.40,0.80,6.000
__import__.product_8180450,0,2.000,0,0,0,1.000
__import__.product_8180734,0,2.000,0,0,0,1.000
__import__.product_8180792,0,10.000,0,0,0,5.000
__import__.product_8181076,0,10.000,0,0,0,2.000
__import__.product_8181550,0,2.000,0,0,0,1.000
__import__.product_8184643,0,6.000,0,0,0,3.000
__import__.product_8184790,0,10.000,0,0,0,5.000
__import__.product_8188405,0,5.000,0,0,0,2.000
__import__.product_8188983,0,100.000,0,0,0,50.000
__import__.product_8189008,0,400.000,0,0,0,200.000
__import__.product_8189014,0,200.000,0,0,0,100.000
__import__.product_8189037,0,50.000,0,0,0,25.000
__import__.product_8196617,0,20.000,20.00,22.00,2.50,13.000
__import__.product_8197692,0,2.000,0,0,0,1.000
__import__.product_8197769,0,4.000,0,0,0,2.000
__import__.product_8199768,0,6.000,0,0,0,2.000
__import__.product_8200081,0,6.000,0,0,0,3.000
__import__.product_8200098,0,4.000,0,0,0,2.000
__import__.product_8200141,0,6.000,0,0,0,3.000
__import__.product_8202884,0,2.000,0,0,0,1.000
__import__.product_8206066,0,4.000,0,0,0,2.000
__import__.product_8206072,0,4.000,0,0,0,2.000
__import__.product_8206126,0,8.000,0,0,0,4.000
__import__.product_8206853,0,2.000,0,0,0,1.000
__import__.product_8206882,0,2.000,0,0,0,1.000
__import__.product_8206965,0,2.000,0,0,0,1.000
__import__.product_8206988,0,2.000,0,0,0,1.000
__import__.product_8207114,0,2.000,0,0,0,1.000
__import__.product_8207120,0,2.000,0,0,0,1.000
__import__.product_8207999,0,6.000,0,0,0,3.000
__import__.product_8208527,0,8.000,0,0,0,4.000
__import__.product_8208556,0,10.000,0,0,0,5.000
__import__.product_8209484,0,12.000,0,0,0,7.000
__import__.product_8209627,0,4.000,0,0,0,2.000
__import__.product_8209975,0,20.000,0,0,0,10.000
__import__.product_8210056,0,10.000,0,0,0,9.000
__import__.product_8210062,0,36.000,0,0,0,22.000
__import__.product_8210234,0,2.000,0,0,0,1.000
__import__.product_8211386,0,15.000,0,0,0,5.000
__import__.product_8211392,0,4.000,0,0,0,2.000
__import__.product_8212718,0,50.000,0,0,0,25.000
__import__.product_8213072,0,8.000,0,0,0,4.000
__import__.product_8214077,0,288.000,0,0,0,144.000
__import__.product_8214108,0,144.000,0,0,0,72.000
__import__.product_8214120,0,288.000,0,0,0,144.000
__import__.product_8214166,0,240.000,0,0,0,120.000
__import__.product_8214189,0,288.000,0,0,0,144.000
__import__.product_8215036,0,6.000,0,0,0,3.000
__import__.product_8215438,0,2.000,0,0,0,1.000
__import__.product_8215740,0,3.000,0,0,0,1.000
__import__.product_8216254,0,5.000,0,0,0,1.000
__import__.product_8217957,0,2.000,0,0,0,1.000
__import__.product_8218106,0,4.000,0,0,0,2.000
__import__.product_8218394,0,680.000,0,0,0,80.000
__import__.product_8219005,0,24.000,0,0,0,12.000
__import__.product_8219092,0,2.000,0,0,0,1.000
__import__.product_8219100,0,2.000,0,0,0,1.000
__import__.product_8219117,0,2.000,0,0,0,1.000
__import__.product_8219123,0,2.000,0,0,0,1.000
__import__.product_8219293,0,1200.000,0,0,0,800.000
__import__.product_8222390,0,2.000,0,0,0,1.000
__import__.product_8222941,0,10.000,0,0,0,5.000
__import__.product_8223082,0,2.000,0,0,0,1.000
__import__.product_8223343,0,2.000,0,0,0,1.000
__import__.product_8223432,0,100.000,0,0,0,50.000
__import__.product_8223449,0,300.000,0,0,0,150.000
__import__.product_8223455,0,100.000,0,0,0,50.000
__import__.product_8225460,0,2.000,0,0,0,1.000
__import__.product_8225738,0,2.000,0,0,0,1.000
__import__.product_8226761,0,10.000,0,0,0,2.000
__import__.product_8228346,0,5.000,0,0,0,5.000
__import__.product_8228493,0,5.000,0,0,0,2.000
__import__.product_8228754,0,3.000,0,0,0,1.000
__import__.product_8229245,0,10.000,0,0,0,5.000
__import__.product_8229268,0,16.000,0,0,0,8.000
__import__.product_8229274,0,16.000,0,0,0,8.000
__import__.product_8229280,0,6.000,0,0,0,3.000
__import__.product_8229297,0,12.000,0,0,0,6.000
__import__.product_8229328,0,20.000,0,0,0,10.000
__import__.product_8229334,0,20.000,0,0,0,10.000
__import__.product_8229340,0,12.000,0,0,0,6.000
__import__.product_8229357,0,20.000,0,0,0,10.000
__import__.product_8231495,0,3.000,0,0,0,2.000
__import__.product_8231644,0,10.000,0,0,0,5.000
__import__.product_8233152,0,6.000,0,0,0,3.000
__import__.product_8233525,0,10.000,0,0,0,5.000
__import__.product_8233761,0,2.000,0,0,0,1.000
__import__.product_8233784,0,10.000,0,0,0,5.000
__import__.product_8234080,0,3.000,0,0,0,1.000
__import__.product_8234097,0,3.000,0,0,0,1.000
__import__.product_8234105,0,3.000,0,0,0,1.000
__import__.product_8234306,0,40.000,0,0,0,15.000
__import__.product_8236742,0,50.000,0,0,0,25.000
__import__.product_8239752,0,24.000,0,0,0,12.000
__import__.product_8242487,0,10.000,0,0,0,5.000
__import__.product_8243096,0,4.000,0,0,0,2.000
__import__.product_8243104,0,2.000,0,0,0,1.000
__import__.product_8246404,0,3.000,0,0,0,2.000
__import__.product_8246427,0,2.000,0,0,0,1.000
__import__.product_8248656,0,12.000,0,0,0,8.000
__import__.product_8257968,0,5.000,0,0,0,1.000
__import__.product_8259401,0,2.000,0,0,0,1.000
__import__.product_8259819,0.60,11.000,11.80,11.80,12.60,5.000
__import__.product_8262975,0,20.000,0,0,0,10.000
__import__.product_8270018,0.20,59.000,5.20,5.20,9.80,15.000
__import__.product_8270033,0.20,499.000,5.20,5.20,9.70,156.000
__import__.product_8270042,2.10,12.000,30.40,22.80,5.80,4.000
__import__.product_8270089,3.00,15.000,37.00,20.90,9.00,5.000
__import__.product_8270092,3.00,6.000,37.00,29.00,9.00,2.000
__import__.product_8270102,0.10,70.000,4.30,4.30,7.50,51.000
__import__.product_8270105,2.10,4.000,28.50,28.10,21.10,2.000
__import__.product_8270109,0.15,132.000,11.70,9.40,5.30,60.000
__import__.product_8270117,3.00,13.000,37.00,20.90,9.00,4.000
__import__.product_8270120,0.20,52.000,5.20,5.20,9.70,16.000
__import__.product_8270169,3.00,13.000,37.00,20.90,9.00,4.000
__import__.product_8270260,3.00,14.000,37.00,20.90,9.00,4.000
__import__.product_8270261,2.50,8.000,39.00,20.00,10.00,2.000
__import__.product_8270268,2.40,145.000,22.20,15.00,11.10,39.000
__import__.product_8270269,2.40,11.000,22.20,15.00,11.10,4.000
__import__.product_8270270,2.40,19.000,22.20,15.00,11.10,6.000
__import__.product_8270285,0.04,55.000,11.20,8.50,4.70,20.000
__import__.product_8270354,0,301.000,0,0,0,1.000
__import__.product_8272755,0,2.000,0,0,0,1.000
__import__.product_8274524,0,48.000,0,0,0,24.000
__import__.product_8274702,0,6.000,0,0,0,4.000
__import__.product_8278479,0,4.000,0,0,0,2.000
__import__.product_8282127,0,10.000,0,0,0,5.000
__import__.product_8283925,0,72.000,0,0,0,36.000
__import__.product_8284907,0,24.000,0,0,0,12.000
__import__.product_8285551,0,45.000,0,0,0,30.000
__import__.product_8285568,0,50.000,0,0,0,50.000
__import__.product_8285574,0,10.000,0,0,0,5.000
__import__.product_8285580,0,30.000,0,0,0,30.000
__import__.product_8285597,0,10.000,0,0,0,5.000
__import__.product_8285605,0,10.000,0,0,0,5.000
__import__.product_8285611,0,12.000,0,0,0,12.000
__import__.product_8285628,0,5.000,0,0,0,1.000
__import__.product_8285640,0,10.000,0,0,0,10.000
__import__.product_8285657,0,150.000,0,0,0,150.000
__import__.product_8285686,0,225.000,0,0,0,225.000
__import__.product_8285692,0,15.000,0,0,0,15.000
__import__.product_8285700,0,30.000,0,0,0,30.000
__import__.product_8286378,0,2.000,0,0,0,1.000
__import__.product_8286390,0,2.000,0,0,0,1.000
__import__.product_8286409,0,2.000,0,0,0,1.000
__import__.product_8287426,0,2.000,0,0,0,1.000
__import__.product_8287432,0,8.000,0,0,0,4.000
__import__.product_8287461,0,100.000,0,0,0,50.000
__import__.product_8287805,0,4.000,0,0,0,2.000
__import__.product_8290664,1.60,2.000,14.50,27.50,22.80,1.000
__import__.product_8291037,0,12.000,0,0,0,6.000
__import__.product_8292640,0,2.000,0,0,0,1.000
__import__.product_8292806,0,20.000,0,0,0,10.000
__import__.product_8292829,0,20.000,0,0,0,10.000
__import__.product_8292835,0,20.000,0,0,0,10.000
__import__.product_8293869,0,10.000,0,0,0,5.000
__import__.product_8294314,0,20.000,0,0,0,10.000
__import__.product_8294455,0,10.000,0,0,0,5.000
__import__.product_8297270,0,2.000,0,0,0,1.000
__import__.product_8298772,0,2.000,0,0,0,1.000
__import__.product_8298788,8.00,12.000,58.00,30.00,27.00,6.000
__import__.product_8298790,5.80,320.000,52.00,36.00,19.50,160.000
__import__.product_8298791,5.80,20.000,32.00,32.00,37.00,10.000
__import__.product_8330040,1.80,86.000,21.60,21.80,15.50,26.000
__import__.product_8330122,0,300.000,0,0,0,150.000
__import__.product_8330139,0,200.000,0,0,0,100.000
__import__.product_8330168,0,100.000,0,0,0,50.000
__import__.product_8330180,0,15.000,0,0,0,10.000
__import__.product_8331469,0,15.000,0,0,0,10.000
__import__.product_8331593,0,108.000,0,0,0,72.000
__import__.product_8332983,0,6.000,0,0,0,4.000
__import__.product_8333008,0,12.000,0,0,0,6.000
__import__.product_8333020,0,18.000,0,0,0,12.000
__import__.product_8333250,0,4.000,0,0,0,2.000
__import__.product_8333534,0,3.000,0,0,0,1.000
__import__.product_8335674,0,300.000,0,0,0,200.000
