id,width,depth,length,orderpoint_min,orderpoint_max
__import__.product_5942546,29.50,14.30,15.60,1.000,2.000
__import__.product_5942547,15.70,14.00,29.40,1.000,2.000
__import__.product_5942548,15.50,14.00,29.00,1.000,2.000
__import__.product_5961100,0,0,0,12.000,24.000
__import__.product_5962003,19.00,17.50,19.00,2.000,3.000
__import__.product_5962005,23.00,17.50,23.00,4.000,7.000
__import__.product_5967001,0,0,0,5.000,10.000
__import__.product_5992463,18.30,18.00,27.50,2.000,4.000
__import__.product_5992465,27.60,10.10,27.90,8.000,16.000
__import__.product_5992530,11.00,12.20,18.40,1.000,2.000
__import__.product_6000449,8.70,25.50,8.70,10.000,22.000
__import__.product_6008859,18.50,4.00,28.50,11.000,37.000
__import__.product_6039000,12.60,18.00,3.60,40.000,60.000
__import__.product_6040042,14.50,11.20,22.40,120.000,240.000
__import__.product_6040044,11.90,6.70,42.00,25.000,30.000
__import__.product_6040051,9.50,8.50,11.60,140.000,280.000
__import__.product_6040055,10.70,9.50,11.30,14.000,28.000
__import__.product_6040057,7.90,2.00,12.50,12.000,24.000
__import__.product_6131482,5.00,20.50,5.00,3.000,9.000
__import__.product_6170001,6.80,1.50,16.70,1.000,2.000
__import__.product_6170002,7.00,1.40,16.70,3.000,10.000
__import__.product_6203000,0,0,0,3.000,6.000
__import__.product_6279500,6.00,10.30,6.00,40.000,80.000
__import__.product_6330226,0,0,0,6.000,12.000
__import__.product_6342084,5.20,5.20,31.00,1.000,2.000
__import__.product_6350305,8.30,10.90,8.70,16.000,26.000
__import__.product_6350306,8.10,10.90,8.40,10.000,25.000
__import__.product_6350319,6.70,14.10,6.70,120.000,240.000
__import__.product_6350331,6.00,26.00,13.50,3.000,11.000
__import__.product_6350340,4.50,17.90,4.50,2.000,4.000
__import__.product_6350430,0,0,0,1.000,2.000
__import__.product_6350532,9.10,20.60,9.00,4.000,8.000
__import__.product_6350536,16.40,26.10,19.50,6.000,12.000
__import__.product_6350556,7.20,29.00,14.00,2.000,4.000
__import__.product_6350563,16.30,11.90,17.00,12.000,30.000
__import__.product_6352225,1.30,1.30,11.10,1500.000,3000.000
__import__.product_6352419,1.30,1.30,11.20,1000.000,2000.000
__import__.product_6354880,11.80,2.00,8.60,3.000,6.000
__import__.product_6355020,2.50,3.50,14.80,5.000,10.000
__import__.product_6356043,3.20,3.60,3.20,2.000,3.000
__import__.product_6390002,9.60,0.80,12.00,4.000,8.000
__import__.product_6395001,10.20,4.70,10.20,5.000,10.000
__import__.product_6420006,5.60,10.40,5.60,25.000,84.000
__import__.product_6420010,22.40,33.20,24.90,8.000,33.000
__import__.product_6441260,13.50,1.70,17.50,1.000,2.000
__import__.product_6445001,0,0,0,120.000,1120.000
__import__.product_6450016,30.70,28.00,46.00,1.000,3.000
__import__.product_6508254,0,0,0,4.000,8.000
__import__.product_6532032,1.60,1.30,11.10,150.000,300.000
__import__.product_6532033,1.50,1.30,11.20,50.000,100.000
__import__.product_6541651,1.40,1.40,14.50,16.000,22.000
__import__.product_6600801,6.00,25.80,13.60,9.000,30.000
__import__.product_6600802,17.40,24.70,36.90,5.000,10.000
__import__.product_6600805,10.00,25.50,10.00,12.000,24.000
__import__.product_6600809,24.00,45.90,28.00,17.000,68.000
__import__.product_6600810,7.30,23.50,7.30,6.000,12.000
__import__.product_6600811,5.10,18.70,5.10,18.000,24.000
__import__.product_6600813,3.40,10.80,3.40,14.000,24.000
__import__.product_6600814,4.80,13.70,4.80,2.000,4.000
__import__.product_6600818,6.30,21.70,6.30,15.000,35.000
__import__.product_6600820,4.20,17.20,4.20,10.000,16.000
__import__.product_6600828,26.00,26.50,28.00,8.000,16.000
__import__.product_6600835,8.20,16.30,8.20,4.000,8.000
__import__.product_6600836,11.60,9.40,11.60,5.000,15.000
__import__.product_6600837,13.20,28.40,18.40,3.000,10.000
__import__.product_6600838,12.70,14.40,13.60,2.000,4.000
__import__.product_6600841,14.80,24.80,18.70,2.000,5.000
__import__.product_6600856,18.40,3.00,26.40,25.000,92.000
__import__.product_6600859,4.30,7.80,4.30,5.000,8.000
__import__.product_6600861,6.80,13.10,6.80,14.000,45.000
__import__.product_6600866,6.30,6.50,6.60,23.000,83.000
__import__.product_6600868,12.80,11.60,13.50,4.000,16.000
__import__.product_6600870,6.40,7.50,6.20,26.000,95.000
__import__.product_6600871,6.40,0,6.40,20.000,50.000
__import__.product_6600872,8.40,22.20,8.40,2.000,4.000
__import__.product_6600873,14.80,24.80,19.20,2.000,7.000
__import__.product_6600874,5.80,5.60,10.80,6.000,13.000
__import__.product_6600876,11.20,10.60,11.20,10.000,22.000
__import__.product_6600883,10.70,22.80,6.80,9.000,18.000
__import__.product_6600884,5.10,18.00,5.10,13.000,45.000
__import__.product_6600885,6.30,21.70,6.30,16.000,53.000
__import__.product_6600886,14.70,24.60,18.70,5.000,17.000
__import__.product_6600890,5.30,17.00,18.30,3.000,6.000
__import__.product_6600899,6.00,28.10,6.00,2.000,8.000
__import__.product_6600901,6.80,13.10,6.80,163.000,553.000
__import__.product_6600904,14.00,1.40,17.80,1.000,2.000
__import__.product_6605004,0,0,0,1.000,2.000
__import__.product_6605034,0,0,0,20.000,40.000
__import__.product_6605061,0,0,0,10.000,20.000
__import__.product_6615613,0,0,0,1.000,2.000
__import__.product_6620003,8.90,22.10,8.90,21.000,72.000
__import__.product_6621006,0,0,0,10.000,20.000
__import__.product_6621040,0,0,0,5.000,10.000
__import__.product_6621113,0,0,0,2.000,5.000
__import__.product_6621121,0,0,0,2.000,5.000
__import__.product_6655564,10.00,13.50,10.00,6.000,20.000
__import__.product_6690604,4.50,10.60,4.50,100.000,200.000
__import__.product_6690609,5.20,9.70,5.20,36.000,72.000
__import__.product_6695954,5.50,13.70,5.50,1.000,6.000
__import__.product_6701692,13.40,6.00,20.20,30.000,90.000
__import__.product_6704096,0,0,0,1.000,2.000
__import__.product_6705434,0,0,0,15.000,25.000
__import__.product_6705440,4.80,8.40,4.80,3.000,6.000
__import__.product_6707858,3.50,7.80,3.50,15.000,27.000
__import__.product_6710352,4.70,2.40,7.00,6.000,12.000
__import__.product_6710926,5.70,2.70,11.00,45.000,85.000
__import__.product_6711297,7.20,14.50,7.20,60.000,120.000
__import__.product_6711601,9.80,1.80,10.50,2.000,5.000
__import__.product_6716892,5.20,9.70,5.20,10.000,22.000
__import__.product_6719643,6.90,14.40,7.00,6.000,18.000
__import__.product_6721433,13.00,24.50,29.13,1.000,2.000
__import__.product_6722214,7.10,13.80,7.10,26.000,46.000
__import__.product_6724414,0,0,0,3.000,7.000
__import__.product_6725767,11.80,10.40,23.80,40.000,80.000
__import__.product_6726347,6.70,6.50,15.20,120.000,260.000
__import__.product_6729021,4.50,8.30,4.50,41.000,80.000
__import__.product_6735145,3.50,7.80,3.50,20.000,40.000
__import__.product_6738155,5.10,1.80,11.20,2.000,4.000
__import__.product_6738327,3.50,3.40,5.70,20.000,40.000
__import__.product_6741163,5.80,1.70,11.10,5.000,10.000
__import__.product_6741217,12.00,4.00,4.90,2.000,4.000
__import__.product_6741223,4.90,4.10,11.90,6.000,16.000
__import__.product_6742642,6.50,11.80,4.00,100.000,200.000
__import__.product_6745008,0,0,0,2.000,5.000
__import__.product_6745095,0,0,0,5.000,10.000
__import__.product_6757342,5.80,1.60,11.10,80.000,160.000
__import__.product_6760628,0,0,0,10.000,23.000
__import__.product_6760723,14.90,13.00,17.10,1.000,3.000
__import__.product_6764974,0,0,0,8.000,18.000
__import__.product_6783279,9.00,23.00,13.00,5.000,9.000
__import__.product_6791675,3.90,2.10,10.30,5.000,10.000
__import__.product_6795002,9.20,0.60,18.30,2.000,4.000
__import__.product_6795003,6.00,1.80,8.90,1.000,2.000
__import__.product_6795004,5.90,1.80,8.90,10.000,50.000
__import__.product_6795005,8.80,2.00,18.30,5.000,10.000
__import__.product_6795006,5.90,1.90,9.00,7.000,14.000
__import__.product_6795408,0,0,0,1.000,3.000
__import__.product_6799866,9.30,2.60,14.60,4.000,8.000
__import__.product_6805020,9.50,3.40,9.80,2.000,4.000
__import__.product_6810510,0,0,0,5.000,10.000
__import__.product_6819273,3.20,6.80,3.20,50.000,100.000
__import__.product_6820750,4.00,7.80,4.00,4.000,8.000
__import__.product_6833416,10.20,12.20,22.50,2.000,4.000
__import__.product_6835792,5.70,10.60,5.70,16.000,36.000
__import__.product_6835800,5.30,4.90,13.70,50.000,86.000
__import__.product_6838922,5.30,11.30,5.30,8.000,20.000
__import__.product_6839123,6.00,7.00,3.60,6.000,18.000
__import__.product_6840758,4.10,14.40,4.10,4.000,6.000
__import__.product_6846910,4.60,8.20,4.60,16.000,28.000
__import__.product_6847588,6.90,18.30,6.90,50.000,110.000
__import__.product_6847855,5.40,10.40,5.40,4.000,8.000
__import__.product_6850113,0,0,0,4.000,8.000
__import__.product_6857859,5.60,1.90,11.70,14.000,26.000
__import__.product_6861683,5.50,10.60,5.50,2.000,5.000
__import__.product_6867303,5.70,1.60,11.10,40.000,70.000
__import__.product_6867740,4.60,8.20,4.60,48.000,96.000
__import__.product_6867786,0,0,0,4.000,8.000
__import__.product_6868231,2.90,2.40,13.60,400.000,700.000
__import__.product_6868490,4.70,1.80,7.00,18.000,30.000
__import__.product_6869029,5.40,11.70,5.30,3.000,6.000
__import__.product_6869101,4.60,8.20,4.60,30.000,72.000
__import__.product_6871351,0,0,0,16.000,26.000
__import__.product_6878577,9.50,4.10,12.40,6.000,10.000
__import__.product_6885979,5.40,10.40,5.40,60.000,96.000
__import__.product_6886016,8.70,21.80,8.70,3.000,6.000
__import__.product_6889055,10.30,5.30,22.50,4.000,9.000
__import__.product_6889115,7.00,13.80,7.00,40.000,80.000
__import__.product_6891595,5.60,1.90,13.10,40.000,90.000
__import__.product_6895133,5.30,19.80,7.20,50.000,110.000
__import__.product_6899071,4.80,2.00,8.90,30.000,60.000
__import__.product_6900001,0,0,0,2.000,4.000
__import__.product_6913888,3.50,13.00,6.60,30.000,60.000
__import__.product_6913894,4.90,16.90,9.40,25.000,45.000
__import__.product_6920032,4.60,8.30,4.60,3.000,6.000
__import__.product_6940170,0,0,0,1.000,3.000
__import__.product_6940230,7.10,18.30,7.10,260.000,540.000
__import__.product_6941063,5.60,1.50,11.10,4.000,10.000
__import__.product_6941347,0,0,0,120.000,240.000
__import__.product_6943464,5.10,12.90,5.30,10.000,20.000
__import__.product_6943524,7.50,1.70,14.30,6.000,10.000
__import__.product_6943576,8.20,1.50,11.30,80.000,160.000
__import__.product_6943725,5.90,1.60,11.10,60.000,132.000
__import__.product_6943731,5.60,1.60,11.00,2.000,5.000
__import__.product_6943754,2.70,11.00,4.70,20.000,40.000
__import__.product_6943760,9.60,2.10,2.80,30.000,70.000
__import__.product_6944245,2.80,11.20,4.50,50.000,110.000
__import__.product_6946818,7.80,18.30,7.80,40.000,80.000
__import__.product_6957147,4.60,8.20,4.50,5.000,11.000
__import__.product_6957615,3.50,6.90,3.50,2.000,4.000
__import__.product_6964331,0,0,0,2.000,4.000
__import__.product_6966169,0,0,0,2.000,4.000
__import__.product_6969624,5.10,16.50,5.10,24.000,48.000
__import__.product_6969759,3.50,7.00,2.50,120.000,240.000
__import__.product_6969765,3.50,7.00,2.50,84.000,156.000
__import__.product_6975116,3.20,6.80,3.20,13.000,23.000
__import__.product_6978089,10.70,6.00,17.60,1.000,3.000
__import__.product_6980985,16.60,13.90,18.40,2.000,4.000
__import__.product_6984954,0,0,0,2.000,4.000
__import__.product_6985310,19.00,3.80,5.10,4.000,8.000
__import__.product_6987869,4.00,2.90,16.60,5.000,11.000
__import__.product_6988892,8.40,17.70,8.40,7.000,19.000
__import__.product_6989437,1.70,7.00,4.50,2.000,5.000
__import__.product_6989443,3.80,7.00,1.80,8.000,20.000
__import__.product_6993002,11.80,25.00,16.00,1.000,2.000
__import__.product_6994065,7.00,14.00,7.00,12.000,24.000
__import__.product_6996124,0,0,0,2.000,5.000
__import__.product_7040132,3.50,13.00,3.50,2.000,6.000
__import__.product_7080657,11.00,17.00,11.00,10.000,20.000
__import__.product_7102302,7.70,5.30,20.70,6.000,12.000
__import__.product_7105275,6.40,5.20,20.70,10.000,20.000
__import__.product_7110003,4.20,4.80,9.90,30.000,101.000
__import__.product_7110007,3.10,6.90,3.10,20.000,30.000
__import__.product_7110014,4.70,8.80,4.70,600.000,1000.000
__import__.product_7110036,0,0,0,80.000,120.000
__import__.product_7116438,13.00,3.00,21.00,60.000,120.000
__import__.product_7116450,8.80,8.50,32.00,24.000,48.000
__import__.product_7140032,0,0,0,36.000,72.000
__import__.product_7140310,0,0,0,6.000,12.000
__import__.product_7140320,0,0,0,36.000,72.000
__import__.product_7140442,0,0,0,36.000,72.000
__import__.product_7140451,0,0,0,15.000,30.000
__import__.product_7143115,0,0,0,10.000,15.000
__import__.product_7146604,9.90,5.50,14.80,100.000,200.000
__import__.product_7146605,9.90,5.50,16.00,25.000,75.000
__import__.product_7146652,10.00,5.00,12.50,20.000,60.000
__import__.product_7149358,0,0,0,1.000,2.000
__import__.product_7149423,0,0,0,3.000,6.000
__import__.product_7260218,4.60,8.80,3.70,3.000,11.000
__import__.product_7330172,0,0,0,4.000,8.000
__import__.product_7368001,9.50,3.50,9.80,6.000,8.000
__import__.product_7368012,9.50,3.50,9.80,1.000,2.000
__import__.product_7368944,6.50,7.60,6.50,8.000,20.000
__import__.product_7368950,4.50,7.40,4.50,40.000,80.000
__import__.product_7369004,4.30,15.10,4.30,26.000,88.000
__import__.product_7384001,4.00,19.40,7.30,1.000,2.000
__import__.product_7420008,0,0,0,4.000,10.000
__import__.product_7420014,6.80,10.30,13.50,1.000,2.000
__import__.product_7420017,7.50,28.90,19.40,12.000,26.000
__import__.product_7420018,9.30,33.00,20.90,14.000,39.000
__import__.product_7420020,11.50,1.80,14.80,4.000,5.000
__import__.product_7420021,11.40,1.80,14.80,5.000,20.000
__import__.product_7420022,11.60,1.80,15.00,15.000,25.000
__import__.product_7420023,4.50,2.90,9.70,4.000,8.000
__import__.product_7420025,4.50,2.90,9.70,5.000,16.000
__import__.product_7420026,4.50,2.90,9.60,2.000,6.000
__import__.product_7420027,6.20,2.70,11.70,2.000,6.000
__import__.product_7420029,11.50,1.80,14.90,12.000,22.000
__import__.product_7420032,4.70,12.60,5.70,3.000,8.000
__import__.product_7420036,11.60,1.90,14.80,10.000,20.000
__import__.product_7420037,11.50,1.90,15.00,10.000,20.000
__import__.product_7420038,11.50,1.80,14.90,10.000,20.000
__import__.product_7420039,11.50,1.90,14.80,7.000,17.000
__import__.product_7421500,0,0,0,1.000,5.000
__import__.product_7429006,0,0,0,2.000,5.000
__import__.product_7429008,0,0,0,12.000,24.000
__import__.product_7429030,0,0,0,10.000,20.000
__import__.product_7429054,0,0,0,25.000,50.000
__import__.product_7429055,0,0,0,5.000,10.000
__import__.product_7429068,0,0,0,50.000,100.000
__import__.product_7429072,0,0,0,15.000,30.000
__import__.product_7445032,6.50,1.50,60.00,8.000,16.000
__import__.product_7483993,39.40,19.80,39.50,400.000,800.000
__import__.product_7505842,5.70,10.50,5.70,60.000,120.000
__import__.product_7517918,3.50,12.00,3.50,9.000,38.000
__import__.product_7565633,11.60,20.30,11.60,10.000,16.000
__import__.product_7640240,9.50,9.90,9.50,3.000,8.000
__import__.product_7693360,3.00,8.70,3.00,22.000,50.000
__import__.product_7735000,9.90,8.80,9.90,30.000,60.000
__import__.product_7735010,6.10,6.50,6.10,80.000,160.000
__import__.product_7745012,6.30,13.30,6.30,5.000,15.000
__import__.product_7745013,4.80,10.00,4.80,1.000,2.000
__import__.product_7745015,4.90,10.00,4.90,1.000,2.000
__import__.product_7745017,9.80,12.90,9.80,4.000,12.000
__import__.product_7752447,14.20,26.60,14.20,30.000,54.000
__import__.product_7760203,4.80,2.40,7.00,36.000,119.000
__import__.product_7760217,15.00,2.90,22.10,24.000,81.000
__import__.product_7760218,22.40,15.10,35.30,48.000,161.000
__import__.product_7760300,4.30,7.70,4.30,45.000,150.000
__import__.product_7760306,15.00,4.00,15.50,20.000,40.000
__import__.product_7760307,13.50,4.40,17.00,4.000,8.000
__import__.product_7760336,7.90,3.80,11.40,15.000,30.000
__import__.product_7760338,7.90,3.80,11.30,15.000,30.000
__import__.product_7760339,7.90,3.90,11.30,4.000,8.000
__import__.product_7760340,7.90,3.90,11.30,8.000,16.000
__import__.product_7760341,7.90,3.90,11.30,4.000,8.000
__import__.product_7760342,20.00,13.80,22.00,2.000,5.000
__import__.product_7760344,16.50,4.00,17.00,3.000,6.000
__import__.product_7760345,16.00,4.50,16.00,8.000,16.000
__import__.product_7761015,0,0,0,20.000,40.000
__import__.product_7762262,5.40,11.50,5.40,31.000,50.000
__import__.product_7764001,8.00,15.70,14.00,4.000,8.000
__import__.product_7764006,8.80,17.00,8.80,3.000,5.000
__import__.product_7764009,4.80,9.70,14.00,3.000,7.000
__import__.product_7764010,12.50,16.10,8.00,2.000,4.000
__import__.product_7764014,7.80,15.80,12.50,2.000,4.000
__import__.product_7764016,9.50,10.80,9.50,10.000,20.000
__import__.product_7764018,8.00,15.60,12.80,2.000,3.000
__import__.product_7764022,17.50,13.20,19.00,10.000,20.000
__import__.product_7764030,7.90,15.70,12.70,3.000,7.000
__import__.product_7764031,17.50,7.80,21.00,15.000,35.000
__import__.product_7764033,6.90,9.50,7.30,9.000,19.000
__import__.product_7764035,8.00,15.50,9.90,5.000,9.000
__import__.product_7764042,7.90,15.50,9.80,3.000,6.000
__import__.product_7764044,7.90,15.60,12.70,2.000,4.000
__import__.product_7764058,8.10,13.10,8.30,3.000,6.000
__import__.product_7764059,12.30,14.30,12.30,2.000,4.000
__import__.product_7764061,17.50,15.70,19.00,1.000,2.000
__import__.product_7764063,8.00,15.60,13.00,2.000,4.000
__import__.product_7764066,6.40,11.40,6.40,6.000,13.000
__import__.product_7764067,4.80,17.30,4.80,2.000,5.000
__import__.product_7764070,7.80,15.80,12.50,2.000,4.000
__import__.product_7764072,4.90,9.90,7.40,4.000,8.000
__import__.product_7764073,7.00,9.50,7.30,4.000,9.000
__import__.product_7764078,5.40,23.00,20.00,2.000,3.000
__import__.product_7764079,14.00,15.20,8.50,2.000,4.000
__import__.product_7764416,0,0,0,5.000,10.000
__import__.product_7764520,5.80,11.90,8.40,11.000,23.000
__import__.product_7810943,6.70,7.70,6.70,20.000,40.000
__import__.product_7865046,23.00,11.00,31.00,61.000,125.000
__import__.product_7865048,23.50,11.10,31.00,23.000,43.000
__import__.product_7910032,1.90,2.30,22.50,12.000,24.000
__import__.product_7910047,3.90,2.50,17.80,37.000,135.000
__import__.product_7911305,12.40,3.00,17.30,8.000,16.000
__import__.product_7911402,3.00,17.00,12.00,2.000,4.000
__import__.product_7913505,12.40,3.00,17.30,15.000,30.000
__import__.product_7920000,0,0,0,12.000,18.000
__import__.product_7920007,12.40,3.00,17.30,5.000,10.000
__import__.product_7920010,12.40,3.00,17.30,1.000,2.000
__import__.product_7920011,12.40,3.00,17.30,4.000,8.000
__import__.product_7920012,12.40,3.00,17.30,6.000,12.000
__import__.product_7920014,12.40,3.00,17.30,25.000,50.000
__import__.product_7920015,12.00,2.80,17.30,20.000,40.000
__import__.product_7920016,12.40,3.00,17.30,3.000,6.000
__import__.product_7920020,12.40,3.00,17.30,2.000,4.000
__import__.product_7920021,12.40,0,17.30,50.000,100.000
__import__.product_7920022,12.40,3.00,17.30,15.000,30.000
__import__.product_7920023,12.40,3.00,17.30,4.000,8.000
__import__.product_7920033,0,0,0,2.000,4.000
__import__.product_7920035,12.40,3.00,17.30,10.000,20.000
__import__.product_7920036,12.40,3.00,17.30,15.000,30.000
__import__.product_7920038,12.00,3.00,17.40,1.000,2.000
__import__.product_7920040,12.40,3.00,17.30,2.000,4.000
__import__.product_7920042,0,0,0,2.000,4.000
__import__.product_7920044,4.90,14.60,5.50,1.000,2.000
__import__.product_7920046,12.40,3.00,17.30,25.000,50.000
__import__.product_7920048,3.70,3.70,6.40,6.000,12.000
__import__.product_7920050,12.40,3.00,17.30,1.000,2.000
__import__.product_7920056,12.40,3.00,17.30,50.000,100.000
__import__.product_7920057,0,0,0,2.000,4.000
__import__.product_7920603,0,0,0,2.000,4.000
__import__.product_7923020,12.40,3.00,17.30,2.000,4.000
__import__.product_7923070,12.00,2.70,17.00,7.000,14.000
__import__.product_7924058,6.50,9.20,6.50,12.000,36.000
__import__.product_7930117,10.00,10.00,21.00,30.000,60.000
__import__.product_7930121,15.00,9.80,28.50,1.000,2.000
__import__.product_7930129,6.50,6.50,17.00,250.000,500.000
__import__.product_7930131,18.50,11.90,22.60,1.000,2.000
__import__.product_7939967,6.70,14.50,6.70,7.000,25.000
__import__.product_7969001,12.00,1.40,16.90,31.000,50.000
__import__.product_7969005,12.10,0.50,17.00,30.000,60.000
__import__.product_7969006,22.00,19.80,22.00,2.000,4.000
__import__.product_7976371,5.00,15.30,5.00,6.000,20.000
__import__.product_8000034,9.50,8.50,11.60,60.000,120.000
__import__.product_8000040,9.50,8.50,11.60,20.000,40.000
__import__.product_8000063,9.50,8.50,11.60,8.000,16.000
__import__.product_8000092,9.50,8.50,11.60,12.000,24.000
__import__.product_8000100,9.50,8.50,11.60,12.000,24.000
__import__.product_8000117,9.50,8.50,11.60,40.000,80.000
__import__.product_8000123,8.70,9.50,11.50,4.000,6.000
__import__.product_8000146,9.50,8.50,11.60,5.000,10.000
__import__.product_8000152,9.50,8.50,11.60,4.000,8.000
__import__.product_8000154,9.20,10.50,11.20,1.000,2.000
__import__.product_8000169,8.70,9.50,11.50,200.000,400.000
__import__.product_8000175,8.70,9.50,11.50,120.000,240.000
__import__.product_8000181,9.50,8.50,11.60,30.000,60.000
__import__.product_8000198,9.50,8.50,11.60,30.000,60.000
__import__.product_8000206,10.70,9.50,11.30,2.000,4.000
__import__.product_8000620,3.00,1.20,16.50,50.000,100.000
__import__.product_8000637,3.70,1.20,15.00,400.000,800.000
__import__.product_8000689,3.90,1.20,15.00,50.000,200.000
__import__.product_8000896,3.00,0.90,17.50,10.000,20.000
__import__.product_8000927,3.00,0.90,16.50,15.000,50.000
__import__.product_8001281,9.50,9.00,11.50,1.000,2.000
__import__.product_8001878,12.00,3.50,12.50,6.000,12.000
__import__.product_8001909,19.30,1.20,38.10,2.000,5.000
__import__.product_8001915,19.40,1.40,38.40,10.000,10.000
__import__.product_8001938,12.00,1.00,18.00,75.000,100.000
__import__.product_8001944,4.20,1.90,7.50,400.000,800.000
__import__.product_8002263,11.90,6.70,41.90,120.000,240.000
__import__.product_8002286,13.40,9.80,41.90,24.000,48.000
__import__.product_8002292,14.90,13.20,42.10,20.000,40.000
__import__.product_8002300,14.90,13.20,42.30,24.000,48.000
__import__.product_8002369,22.20,16.50,39.50,20.000,40.000
__import__.product_8002381,23.00,16.50,39.40,12.000,24.000
__import__.product_8002470,12.70,14.00,21.70,200.000,400.000
__import__.product_8002501,18.40,13.20,28.30,150.000,200.000
__import__.product_8002518,19.30,20.40,28.40,8.000,10.000
__import__.product_8002524,22.40,16.40,30.70,30.000,40.000
__import__.product_8002582,0.90,8.20,9.10,12.000,24.000
__import__.product_8002599,0.80,8.20,9.00,12.000,24.000
__import__.product_8002671,0.80,8.20,9.00,60.000,120.000
__import__.product_8002702,0.90,8.20,9.10,3.000,6.000
__import__.product_8002719,0.80,8.20,9.00,24.000,48.000
__import__.product_8002731,0.90,8.20,9.10,6.000,12.000
__import__.product_8003073,12.90,10.60,8.90,3.000,6.000
__import__.product_8003096,9.30,10.60,13.30,6.000,8.000
__import__.product_8003104,9.80,4.80,18.80,1.000,2.000
__import__.product_8003127,9.70,4.30,18.70,3.000,10.000
__import__.product_8003222,7.80,5.30,20.80,5.000,10.000
__import__.product_8003392,3.10,10.00,3.10,3.000,6.000
__import__.product_8003481,6.80,3.20,21.00,140.000,280.000
__import__.product_8005735,7.60,5.30,7.60,25.000,50.000
__import__.product_8005741,7.50,7.50,7.80,20.000,30.000
__import__.product_8005758,7.60,7.40,9.70,10.000,20.000
__import__.product_8005770,7.60,7.50,12.00,20.000,40.000
__import__.product_8005793,7.20,17.00,7.20,2.000,4.000
__import__.product_8006002,6.40,3.50,6.40,3.000,6.000
__import__.product_8006019,6.00,7.00,6.00,2.000,5.000
__import__.product_8006611,30.50,13.00,44.30,3.000,6.000
__import__.product_8007148,3.00,14.30,17.20,3.000,6.000
__import__.product_8007154,4.20,3.20,14.30,5.000,10.000
__import__.product_8007183,16.70,13.30,23.60,30.000,50.000
__import__.product_8007378,8.00,8.00,14.00,120.000,240.000
__import__.product_8007473,7.00,3.60,16.00,50.000,100.000
__import__.product_8007616,1.80,0.90,50.00,1.000,2.000
__import__.product_8007622,2.30,1.00,49.70,1.000,2.000
__import__.product_8007697,3.30,1.90,20.50,12.000,24.000
__import__.product_8007705,4.50,2.50,31.00,8.000,16.000
__import__.product_8007728,13.00,6.00,40.50,1.000,2.000
__import__.product_8007734,4.30,30.00,12.40,1.000,2.000
__import__.product_8007740,8.00,3.00,23.00,2.000,3.000
__import__.product_8007757,17.00,50.00,8.00,1.000,2.000
__import__.product_8007786,10.00,4.50,30.20,2.000,3.000
__import__.product_8008001,7.60,7.20,8.40,5.000,20.000
__import__.product_8008018,7.60,7.00,10.50,10.000,20.000
__import__.product_8008165,21.00,4.40,21.00,2.000,4.000
__import__.product_8008171,20.00,6.30,20.00,2.000,4.000
__import__.product_8008188,21.50,7.90,21.50,2.000,3.000
__import__.product_8008194,20.50,11.50,20.50,1.000,3.000
__import__.product_8008260,10.50,2.20,17.80,24.000,48.000
__import__.product_8008337,10.40,2.00,17.80,48.000,96.000
__import__.product_8011374,0,0,0,6.000,12.000
__import__.product_8011380,0,0,0,36.000,36.000
__import__.product_8012020,0,0,0,18.000,36.000
__import__.product_8012296,0,0,0,360.000,720.000
__import__.product_8012333,0,0,0,60.000,120.000
__import__.product_8014740,1.50,1.30,14.40,400.000,800.000
__import__.product_8014935,16.00,2.70,29.00,25.000,50.000
__import__.product_8017895,0,0,0,2.000,4.000
__import__.product_8020870,0,0,0,2.000,4.000
__import__.product_8020947,0,0,0,150.000,300.000
__import__.product_8021817,7.60,3.50,11.20,3.000,6.000
__import__.product_8021823,7.60,2.90,8.50,12.000,18.000
__import__.product_8021875,7.60,3.50,9.80,8.000,12.000
__import__.product_8021881,7.60,3.60,9.90,5.000,6.000
__import__.product_8021898,7.50,3.50,9.90,12.000,18.000
__import__.product_8021906,7.60,3.50,9.90,12.000,18.000
__import__.product_8021912,8.60,3.50,9.90,160.000,240.000
__import__.product_8021929,9.50,3.50,9.90,50.000,75.000
__import__.product_8021935,9.50,3.50,10.00,90.000,135.000
__import__.product_8024052,14.40,1.00,14.40,5.000,10.000
__import__.product_8024164,29.00,2.00,82.00,1.000,2.000
__import__.product_8024307,10.80,6.50,56.40,2.000,3.000
__import__.product_8025494,1.00,9.00,9.00,2.000,6.000
__import__.product_8025815,6.50,2.50,7.00,3.000,6.000
__import__.product_8026186,3.90,3.70,8.80,15.000,22.000
__import__.product_8026507,7.60,2.70,7.60,4.000,8.000
__import__.product_8026921,10.70,7.50,17.50,500.000,1000.000
__import__.product_8026996,9.60,8.90,17.90,6.000,22.000
__import__.product_8027010,26.00,8.50,44.00,5.000,10.000
__import__.product_8027061,0,0,0,5.000,10.000
__import__.product_8027524,5.30,2.30,11.30,100.000,150.000
__import__.product_8027553,9.30,18.00,9.30,1.000,2.000
__import__.product_8027576,10.00,23.90,10.00,2.000,4.000
__import__.product_8027777,5.40,17.30,5.40,2.000,4.000
__import__.product_8027783,5.40,17.30,5.40,3.000,6.000
__import__.product_8027808,5.40,17.30,5.40,3.000,6.000
__import__.product_8027814,7.00,20.00,7.00,3.000,6.000
__import__.product_8027837,6.80,19.80,6.80,4.000,8.000
